Marca;Fecha;Precio
JPS Black;20050101;1.7
Popular RS;20050101;1.3
Basic Duro;20050130;2.1
Dorchester Superkings;20050130;1.7
Embassy N.º 1;20050130;3.0
Excite Red Blando;20050130;1.3
Gold Leaf KS;20050130;2.4
JPS American Blend (Red);20050130;1.5
JPS American Blend (Silver);20050130;1.5
JPS American Blend (White);20050130;1.5
JPS Black;20050130;1.5
John Player (Blue);20050130;2.95
Lambert & Butler Gold;20050130;2.8
Lambert & Butler KS;20050130;2.8
Lambert & Butler Menthol;20050130;2.8
Mecánicos Negro;20050130;1.2
R1 Slim Line;20050130;2.65
Regal KS;20050130;3.0
Superkings;20050130;2.9
Superkings Blue;20050130;2.9
Superkings Menthol;20050130;2.9
Superkings White;20050130;2.9
Austin Gold;20050227;1.4
Austin Red;20050227;1.4
British Heritage;20050227;1.45
Dorchester Superkings;20050227;1.5
Pepe;20050227;1.2
Wings Blue;20050227;2.1
Wings Red;20050227;2.1
American House Gold;20050403;1.25
American House Original;20050403;1.25
Benson & Hedges Gold;20050403;2.8
Benson & Hedges Silver;20050403;2.8
Lark;20050403;2.6
Philip Morris Filter Kings;20050403;2.4
Philip Morris Supreme;20050403;2.4
Popular;20050403;1.4
Popular RS;20050403;1.4
Prince Golden Taste;20050403;2.65
Prince Rich 100SC;20050403;2.65
Prince Rich Taste;20050403;2.65
Prince Rounded;20050403;2.65
Prince Rounded 100SC;20050403;2.65
Red Eagle Full Flavour;20050403;1.35
Red Eagle Gold;20050403;1.35
Richmond King Size;20050403;2.45
Silk Cut Blue;20050403;2.8
Silk Cut Purple;20050403;2.8
Silk Cut Purple 100'S;20050403;2.8
Silk Cut Silver;20050403;2.8
Silk Cut White;20050403;2.8
Sovereing Black;20050403;1.5
Fortuna Rojo Blando;20050406;2.2
Fortuna 19 Rojo Duro;20050406;2.1
Fortuna 19 Azul Duro;20050406;2.1
Fortuna Naranja Duro;20050406;2.2
Fortuna Plata Duro;20050406;2.2
Fortuna Menthol Duro;20050406;2.2
Fortuna 25 Rojo Duro;20050406;2.6
Fortuna 25 Azul Duro;20050406;2.6
Fortuna 10 Rojo Duro;20050406;1.1
Fortuna 10 Azul Duro;20050406;1.1
Nobel Duro;20050406;2.2
Nobel Blando;20050406;2.2
Nobel Plata Duro;20050406;2.25
Diana Duro;20050406;2.1
Gauloises Rubio Azul FF;20050406;2.4
Gauloises Rubio Rojo;20050406;2.4
Gauloises Rubio Amarillo;20050406;2.4
Fine 120 Rojo Duro;20050406;3.0
Fine 120 Azul Duro;20050406;3.0
Fine 120 Menthol Duro;20050406;3.0
Gitanes Cortos con Filtro;20050406;2.75
Gitanes Cortos sin Filtro;20050406;2.75
B.N. Clásico Duro;20050406;2.15
B.N. Clásico Blando;20050406;2.15
B.N. Beige Duro;20050406;2.15
Boncalo Duro;20050406;2.1
Ducados Azul Duro;20050406;2.1
Ducados Azul Blando;20050406;2.1
Ducados Azul y Blanco Blando;20050406;2.1
Ducados Azul y Blanco Duro;20050406;2.1
Ducados Blanco Duro;20050406;2.1
Ducados 25 Azul Duro;20050406;2.6
Ducados Internacional Duro;20050406;2.6
Ducados Lujo Duro;20050406;2.4
Habanos Duro;20050406;2.4
Habanos Blando;20050406;2.4
Partagás Duro;20050406;2.4
Partagás B.N.A.;20050406;2.4
Sombra Blando;20050406;2.1
Chesterfield Classic Blue 10's;20050408;1.2
Chesterfield Classic Blue Duro;20050408;2.4
Chesterfield Classic Red 10's;20050408;1.2
Chesterfield Classic Red Blando;20050408;2.4
Chesterfield Classic Red Duro;20050408;2.4
Chesterfield Corto S/F Duro;20050408;2.35
Fortuna Oriental Origin;20050408;2.2
Fortuna Savannah Origin;20050408;2.2
Fortuna Tropical Origin;20050408;2.2
L&M Blue Label 10's;20050408;1.1
L&M Blue Label 100'S;20050408;2.2
L&M Blue Label Duro;20050408;2.2
L&M Red Label 10's;20050408;1.1
L&M Red Label 100'S;20050408;2.2
L&M Red Label Blando;20050408;2.2
L&M Red Label Duro;20050408;2.2
Marlboro Gold 10's;20050408;1.35
Marlboro Gold 100's;20050408;2.75
Marlboro Gold Duro;20050408;2.75
Marlboro Med Duro;20050408;2.75
Marlboro Red 10's;20050408;1.35
Marlboro Red 100's;20050408;2.75
Marlboro Red Blando;20050408;2.75
Marlboro Red Duro;20050408;2.75
Merit;20050408;2.5
Next 19'S;20050408;2.1
Camel Filter Box 10;20050409;1.2
Camel Filter Box 20;20050409;2.4
Camel Filter Soft;20050409;2.4
Camel Non Filter Soft;20050409;2.3
Camel Subtle Flavour Blue 10;20050409;1.2
Camel Subtle Flavour Blue 20;20050409;2.4
More Filters Box;20050409;2.9
More Menthol Box;20050409;2.9
Salem Menthol;20050409;2.75
Winston Balanced Blue;20050409;2.75
Winston Classic Red 100;20050409;2.75
Winston Classic Red KS Box;20050409;2.75
Winston Classic Red KS Soft;20050409;2.75
Winston Subtle Silver;20050409;2.75
Bastos Filter Blando;20050422;2.8
Caballero Filter Box 30;20050422;2.35
Cartier Vendôme Red;20050422;3.3
Cecil Blended;20050422;2.75
Craven A Red;20050422;2.75
Davidoff Classic;20050422;2.75
Davidoff Gold;20050422;2.75
Dunhill International;20050422;3.1
Dunhill International Blue;20050422;3.1
Dunhill International Menthol;20050422;3.1
Ernte 23;20050422;2.75
Kane Nyc Blue;20050422;2.4
Kane Nyc Silver;20050422;2.4
Kent Blue;20050422;2.75
Kim Blue;20050422;2.75
Kim Red;20050422;2.75
Kool Filter Kings;20050422;2.75
Look Menthol 100's;20050422;2.75
Lord Extra;20050422;2.75
Lucky Strike Corto sin Filtro;20050422;2.3
Lucky Strike Red;20050422;2.4
Lucky Strike Red 10's;20050422;1.2
Lucky Strike Red 19'S;20050422;2.25
Lucky Strike Red Blando;20050422;2.4
Lucky Strike Silver;20050422;2.4
Lucky Strike Silver 10's;20050422;1.2
Lucky Strike Silver 19'S;20050422;2.25
MS Club Slim;20050422;2.3
MS F;20050422;2.2
MS L;20050422;2.2
Pall Mall Blue;20050422;2.2
Pall Mall Filter Red;20050422;2.2
Pall Mall Menthol;20050422;2.2
Pall Mall Sin Filtro;20050422;2.2
Peter Stuyvesant Azul;20050422;2.05
Peter Stuyvesant Blue;20050422;2.05
Peter Stuyvesant Red;20050422;2.05
Peter Stuyvesant Silver;20050422;2.05
Prince Golden Taste;20050422;2.75
Prince Rich Taste;20050422;2.75
Prince Rich 100's;20050422;2.75
Prince Rounded;20050422;2.75
Prince Rounded 100's;20050422;2.75
R1 Azul;20050422;2.75
R1 Rojo;20050422;2.75
R1 Slim Line;20050422;2.75
Rothmans Blue;20050422;2.75
Rothmans Red;20050422;2.75
Viceroy Blue;20050422;2.2
Viceroy Red;20050422;2.2
Vogue Super Slims Blue;20050422;2.75
Belga Red;20050501;2.8
Brookfield;20050501;1.45
Bull Brand;20050501;1.2
HB Blue;20050501;2.1
HB Red;20050501;2.1
Peter Stuyvesant Red Blando;20050501;1.95
Pool Gold;20050501;1.3
Royal Crown Blue;20050501;2.3
Royal Crown Filter;20050501;2.3
Royal Crown White;20050501;2.3
The Limited Gold;20050501;1.35
The Limited Red;20050501;1.35
Vantage Blue;20050501;1.3
Vantage Red;20050501;1.3
Benson & Hedges Gold;20050529;2.7
Benson & Hedges Silver;20050529;2.7
Berkeley Blue;20050529;2.7
Berkeley Menthol;20050529;2.7
Berkeley Superkings;20050529;2.7
Ducal Blue;20050529;1.3
Ducal Filter;20050529;1.3
Embassy Nº 1;20050529;2.7
JPS American Blend Red 10's;20050529;0.75
John Player (Blue);20050529;2.65
Kensitas Club (King Size);20050529;2.7
Lambert & Butler Gold;20050529;2.6
Lambert & Butler KS;20050529;2.6
Lambert & Butler Menthol;20050529;2.6
Mayfair King Size;20050529;2.45
Mayfair Menthol;20050529;2.45
Mayfair Sky Blue;20050529;2.45
Mayfair Superking;20050529;2.45
Proud Blue;20050529;1.55
Proud Red;20050529;1.55
Regal KS;20050529;2.7
Richmond King Size;20050529;2.4
Romeo y Julieta;20050529;2.1
Silk Cut Blue;20050529;2.7
Silk Cut Purple;20050529;2.7
Silk Cut Purple 100'S;20050529;2.7
Silk Cut Silver;20050529;2.7
Silk Cut White;20050529;2.7
Superkings;20050529;2.7
Superkings Blue;20050529;2.7
Superkings Menthol;20050529;2.7
Superkings White;20050529;2.7
The Limit Gold;20050529;1.35
The Limit Red;20050529;1.35
Basic Duro;20050619;1.3
BN Beige Duro;20050619;2.2
BN Clásico Blando;20050619;2.2
BN Clásico Duro;20050619;2.2
Boncalo Duro;20050619;2.2
Ducados 25 Azul Duro;20050619;2.75
Ducados Azul Blando;20050619;2.2
Ducados Azul Duro;20050619;2.2
Ducados Azul/Blanco Blando;20050619;2.2
Ducados Azul/Blanco Duro;20050619;2.2
Ducados Blanco Duro;20050619;2.2
Ducados Internacional Duro;20050619;2.75
Ducados Lujo Duro;20050619;2.5
Ducados Rubio Azul;20050619;1.35
Ducados Rubio Rojo;20050619;1.35
Habanos Blando;20050619;2.5
Habanos Duro;20050619;2.5
Karelia Slims Mentol;20050619;2.2
Next 19'S;20050619;1.3
Next 20's;20050619;1.3
Partagás Duro;20050619;2.5
Sombra Blando;20050619;2.2
Elixyr 100's;20050703;1.5
Manitou Easy Blend;20050703;2.5
Coronas Negro Clásico Duro;20050703;2.0
Coronas Negro Oro Duro;20050703;2.0
Coronas Negro Plata Duro;20050703;2.0
Coronas Reserva Duro;20050703;2.05
Sax Blue;20050703;1.3
Sax Special;20050703;1.3
Benson & Hedges 100'S;20050731;2.7
Benson & Hedges Silver;20050731;2.6
Capavana;20050731;1.2
Coronas Negro Clásico Blando;20050731;2.0
Dunhill New King Size Filter Blue;20050731;2.85
Dunhill New King Size Filter Gold;20050731;2.85
Dunhill New King Size Filter Red;20050731;2.85
Mayfair Fine;20050731;2.45
Popular Negro KSF Box;20050731;1.4
Popular Negro RS;20050731;1.4
Popular Rubio KSF Box;20050731;1.2
BN Beige Duro;20050923;2.25
BN Clásico Blando;20050923;2.25
BN Clásico Duro;20050923;2.25
Boncalo Duro;20050923;2.25
Diana Duro;20050923;2.15
Ducados 25 Azul Duro;20050923;2.75
Ducados Azul Blando;20050923;2.25
Ducados Azul Duro;20050923;2.25
Ducados Azul/Blanco Blando;20050923;2.25
Ducados Azul/Blanco Duro;20050923;2.25
Ducados Blanco Duro;20050923;2.25
Ducados Internacional Duro;20050923;2.8
Ducados Lujo Duro;20050923;2.55
Fine 120 Azul Duro;20050923;3.1
Fine 120 Rojo Blend Duro;20050923;3.1
Fine 120 Menthol Duro;20050923;3.1
Fortuna 25 Azul Duro;20050923;2.65
Fortuna 25 Rojo Duro;20050923;2.65
Fortuna 20 Azul Duro;20050923;2.25
Fortuna 20 Rojo Duro;20050923;2.25
Fortuna Azul Duro 19;20050923;2.15
Fortuna Menthol Duro;20050923;2.25
Fortuna Naranja Duro;20050923;2.25
Fortuna Oriental Origin;20050923;2.25
Fortuna Plata Duro;20050923;2.25
Fortuna Rojo Blando;20050923;2.25
Fortuna Rojo Duro 19;20050923;2.15
Fortuna Savannah Origin;20050923;2.25
Fortuna Tropical Origin;20050923;2.25
Gauloises Rubio Amarillo;20050923;2.45
Gauloises Rubio Azul FF;20050923;2.45
Gauloises Rubio Rojo;20050923;2.45
Gitanes Cortos con Filtro Duro;20050923;2.8
Gitanes Cortos sin Filtro Duro;20050923;2.8
Habanos Blando;20050923;2.55
Habanos Duro;20050923;2.55
Nobel Blando;20050923;2.25
Nobel Duro;20050923;2.25
Nobel Plata;20050923;2.3
Partagás Duro;20050923;2.55
Sombra Blando;20050923;2.25
Benson & Hedges 100'S;20051002;2.8
Elixyr Extra Taste;20051002;1.5
Mondial;20051002;1.2
Ronson Red;20051002;1.65
Ronson White;20051002;1.65
46' Blando;20051002;2.0
Benson & Hedges Gold;20051002;2.8
Benson & Hedges Silver;20051002;2.7
Berkeley Blue;20051002;2.75
Berkeley Menthol;20051002;2.75
Berkeley Superkings;20051002;2.75
Bisonte Blando;20051002;1.9
Bisonte Duro;20051002;1.9
Blend N.º 1;20051002;2.8
Celtas Filtro Blando;20051002;1.8
Cohiba Duro;20051002;2.3
Condal Blando 100;20051002;2.0
Coronas Negro Clásico Blando;20051002;2.05
Coronas Negro Clásico Duro;20051002;2.05
Coronas Negro Oro Duro;20051002;2.05
Coronas Negro Plata Duro;20051002;2.05
Coronas Reserva Duro;20051002;2.1
Dorchester Superkings;20051002;1.6
Ducados 25 Azul Duro;20051002;2.8
Goya Blando;20051002;2.0
Jean Blando;20051002;2.0
Kaiser (El) Duro;20051002;2.0
Kensitas Club (King Size);20051002;2.8
Lola Blando;20051002;1.9
País (El) Blando;20051002;2.0
Palace FF AB Blando100;20051002;1.7
Palace FF AB Duro;20051002;1.7
Palace FF AB Duro100;20051002;1.7
Palace Menthol  Blando 100;20051002;1.7
Palace Virginia 100;20051002;1.7
Palace Virginia Duro;20051002;1.7
Piper Menthol Blando;20051002;1.9
Reales Blando;20051002;1.7
Record Blando;20051002;2.0
Rex F.F. Blando;20051002;2.0
Rex Plata Duro;20051002;2.0
Rex XXX Blando;20051002;2.0
Silk Cut Blue;20051002;2.8
Silk Cut Purple;20051002;2.8
Silk Cut Purple 100'S;20051002;2.8
Silk Cut Silver;20051002;2.8
Silk Cut White;20051002;2.8
Un-X-Dos Blando;20051002;1.9
V & L. AB Duro;20051002;1.65
V & L. AB Menthol Duro;20051002;1.65
Bastos Filter Blando;20051009;2.95
Belga Red;20051009;2.95
Cartier Vendôme Red;20051009;3.4
Cecil Blended;20051009;2.85
Craven A Red;20051009;2.85
Dunhill International;20051009;3.2
Dunhill International Blue;20051009;3.2
Dunhill International Menthol;20051009;3.2
Embassy N.º 1;20051009;2.8
Ernte 23;20051009;2.9
Gold Leaf KS;20051009;2.5
John Player King Size (Blue);20051009;2.75
Kim Blue;20051009;2.85
Kim Red;20051009;2.85
Kool Filter Kings;20051009;2.85
Lambert & Butler Gold;20051009;2.75
Lambert & Butler KS;20051009;2.75
Lambert & Butler Menthol;20051009;2.75
London Bridge;20051009;1.5
Look Menthol 100'S;20051009;2.85
Lord Extra;20051009;2.85
MS F;20051009;2.3
MS L;20051009;2.3
Peter Stuyvesant Azul;20051009;2.2
Peter Stuyvesant Blue;20051009;2.2
Peter Stuyvesant Red;20051009;2.2
Peter Stuyvesant Silver;20051009;2.2
Power;20051009;1.25
Power Gold;20051009;1.25
Prince Gold;20051009;2.85
Prince Original;20051009;2.85
Prince Original 100'S;20051009;2.85
Prince White;20051009;2.85
Prince White 100'S;20051009;2.85
Regal KS;20051009;2.8
Royals Blue;20051009;2.2
Royals Red;20051009;2.2
Seba Business Club;20051009;2.0
Bullbrand 20;20051030;1.2
Denim American Blend 20;20051030;1.0
Excite Blue 20;20051030;1.35
Excite Green Menthol 20;20051030;1.35
Excite Red 20;20051030;1.35
Lucky Strike 1916;20051030;2.75
Matrix Blue;20051030;1.2
Matrix Red;20051030;1.2
Pall Mall Blue;20051030;1.3
Pall Mall Filter Red;20051030;1.3
Pall Mall Menthol;20051030;1.3
Pepe 20;20051030;1.2
Rockies Blue;20051030;1.15
Rockies Red;20051030;1.15
Bull Brand 19;20051127;1.2
CK Canary Kingdom;20051127;1.5
Denim American Blend 19;20051127;1.0
Denim American Blend 20;20051127;1.1
Excite Blue 19;20051127;1.35
Excite Red 19;20051127;1.35
Excite Red Blando 20;20051127;1.3
Fact;20051127;2.7
JPS American Blend (Red);20051127;1.25
JPS American Blend (Silver);20051127;1.25
JPS American Blend (White);20051127;1.25
Pall Mall Alaska;20051127;1.3
Pall Mall Los Angeles;20051127;1.3
Pall Mall New Orleans;20051127;1.3
Pall Mall San Francisco;20051127;1.3
Pepe 19;20051127;1.2
Pepe 20;20051127;1.25
Austin Gold;20051218;1.25
Austin Red;20051218;1.25
Benson & Hedges Red Filter;20051218;1.0
Benson & Hedges Red Style;20051218;1.0
Coronas A.B. Blando;20051218;1.25
Coronas A.B. Duro Imagen Car;20051218;1.25
Coronas AB Blando 100;20051218;1.25
Coronas AB Duro;20051218;1.25
Coronas AB Duro100;20051218;1.25
Coronas AB Gold Duro;20051218;1.25
Coronas AB Menthol Duro;20051218;1.25
Coronas AB Silver Duro;20051218;1.25
Denim American Blend 19;20051218;1.1
Lucky Strike Red 19;20051218;2.0
Lucky Strike Silver 19;20051218;2.0
Proud Blue;20051218;1.3
Proud Red;20051218;1.3
Reales Blando;20051218;1.2
Ronson Red;20051218;1.25
Ronson White;20051218;1.25
Dorados;20060101;1.75
Elegantes;20060101;2.0
Gran Corona;20060101;2.3
Belicosos Finos;20060101;7.3
Bolívar Tubos N.º 1;20060101;5.45
Bolívar Tubos N.º 2;20060101;4.85
Bolívar Tubos N.º 3;20060101;3.4
Bonitas;20060101;3.05
Coronas;20060101;5.1
Coronas Extra;20060101;5.45
Coronas Gigantes;20060101;11.3
Coronas Junior;20060101;4.15
Gold Medal;20060101;9.0
Inmensas;20060101;7.75
Petit Coronas;20060101;4.2
Royal Coronas;20060101;7.4
Belvederes;20060101;1.25
Casinos;20060101;1.92
Cohiba Pirámides 2006;20060101;19.0
Coronas Especiales;20060101;13.8
Espléndidos;20060101;19.5
Exquisitos;20060101;7.95
Lanceros;20060101;15.6
Panetelas;20060101;6.5
Robustos;20060101;13.1
Siglo I;20060101;6.2
Siglo II;20060101;8.25
Siglo II Tubo;20060101;8.9
Siglo III;20060101;9.2
Siglo IV;20060101;10.9
Siglo V;20060101;15.6
Siglo VI;20060101;17.15
Siglo VI Tubo;20060101;17.95
Diadema;20060101;13.25
Distinguidos;20060101;7.35
Divinos;20060101;3.9
Exclusivos;20060101;6.35
Generosos;20060101;5.6
Salomón;20060101;10.1
Tradicionales;20060101;4.7
Diplomáticos N.º 1;20060101;4.9
Diplomáticos N.º 2;20060101;6.4
Diplomáticos N.º 3;20060101;4.2
Diplomáticos N.º 4;20060101;3.4
Diplomáticos N.º 5;20060101;3.0
Petit Coronas;20060101;1.6
Selectos;20060101;1.8
N.º 1;20060101;2.5
N.º 4;20060101;2.0
8-9-8;20060101;8.65
Aristocrats;20060101;3.0
Churchills de Luxe;20060101;11.3
Coronas;20060101;5.7
Coronas Junior;20060101;3.3
Coronas Senior;20060101;3.4
Culebras;20060101;10.0
Habaneros;20060101;2.85
Lusitanias;20060101;11.6
Mille Fleurs;20060101;4.0
Partagás de Luxe;20060101;3.7
Partagás de Partagás n.º 1;20060101;8.2
Partagás Serie D N.º 3-2006;20060101;11.0
Petit Coronas Especiales;20060101;3.1
Presidentes;20060101;7.2
Princess;20060101;3.3
Serie Connoisseur N.º 1;20060101;7.85
Serie Connoisseur N.º 2;20060101;6.35
Serie Connoisseur N.º 3;20060101;6.1
Serie D N.º 4;20060101;8.5
Serie P N.º 2;20060101;8.95
Serie P N.º 2 T/Alum;20060101;9.7
Shorts;20060101;3.0
Súper Partagás;20060101;3.4
Cadetes K.D.T;20060101;1.65
Cosacos;20060101;3.1
Delicias;20060101;1.75
Fonseca N.º 1;20060101;4.25
Connoisseur N.º 1;20060101;6.15
Coronas Junior;20060101;2.45
Coronas Junior T/Alum;20060101;2.8
Coronas Major T/Alum;20060101;4.2
Coronas Minor T/Alum;20060101;2.85
Epicures;20060101;2.05
Magnum 46;20060101;7.3
Majestic;20060101;3.1
Monarcas;20060101;10.8
Monarcas Tubo;20060101;11.2
Petit Coronas;20060101;4.2
Regalías;20060101;4.1
Sir Winston;20060101;11.3
Upmann N.º 2;20060101;8.1
Churchills;20060101;11.4
Coronations T/Alum;20060101;4.4
Double Coronas;20060101;11.6
Epicure N.º 1;20060101;7.8
Epicure N.º 2;20060101;7.75
Hoyo Coronas;20060101;5.7
Le Hoyo des Dieux;20060101;6.6
Le Hoyo du Depute;20060101;3.25
Le Hoyo du Gourmet;20060101;4.2
Le Hoyo du Maire;20060101;2.1
Le Hoyo du Prince;20060101;4.2
Le Hoyo du Roi;20060101;5.35
Palmas Extra;20060101;4.2
Petit Robustos;20060101;5.95
Short Hoyo Coronas;20060101;3.95
Brevas;20060101;0.95
Cazadores;20060101;1.05
Conservas;20060101;1.0
Cremas;20060101;0.9
Nacionales;20060101;0.95
Petit Cazadores;20060101;0.8
Petit Cetros;20060101;0.85
Medaille D'Or N.º 1;20060101;6.2
Medaille D'Or N.º 2;20060101;7.55
Medaille D'Or N.º 3;20060101;4.85
Medaille D'Or N.º 4;20060101;4.95
Tainos;20060101;9.8
Especial C;20060101;1.7
Cristal;20060101;2.6
Presidente;20060101;5.9
Robusto;20060101;2.5
Edmundo;20060101;9.25
Edmundo Tubo;20060101;10.0
Joyitas;20060101;3.3
Montecristo A;20060101;22.5
Montecristo Especial;20060101;9.25
Montecristo Especial N.º 2;20060101;8.4
Montecristo N.º 1;20060101;7.5
Montecristo N.º 2;20060101;9.3
Montecristo N.º 3;20060101;6.1
Montecristo N.º 4;20060101;4.65
Montecristo N.º 5;20060101;3.85
Montecristo Robusto-2006;20060101;12.5
Petit Tubos;20060101;5.4
Tubo;20060101;7.45
Montecarlos;20060101;2.3
Panetelas;20060101;1.15
Petit Coronas;20060101;3.15
Churchills;20060101;11.3
Churchills Tubo;20060101;11.8
Coronas;20060101;5.2
Coronations T/Alum;20060101;4.45
Double Coronas;20060101;11.6
Margaritas;20060101;2.65
Petit Corona del Punch;20060101;4.3
Petit Coronations;20060101;3.1
Petit Punch;20060101;3.0
Punch Punch;20060101;7.3
Royal Coronations T/Alum;20060101;4.95
Royal Selection N.º 11;20060101;6.75
Royal Selection N.º 12;20060101;5.65
Súper Selection N.º 1;20060101;6.3
Coronas Claro;20060101;4.3
Gran Corona;20060101;5.65
Imperiales;20060101;7.95
Panetelas;20060101;4.7
Brevas;20060101;1.25
Coronas Club Tubulares;20060101;1.9
Londres Extra;20060101;1.6
Nacionales;20060101;1.25
Panetelas;20060101;1.05
Cigarritos;20060101;2.2
Coronas Extra;20060101;5.25
Lonsdales;20060101;5.25
Panetelas;20060101;2.6
Panetelas Extra;20060101;1.2
Petit Corona;20060101;2.9
Slenderellas;20060101;4.0
Belvederes;20060101;2.0
Gigantes;20060101;9.5
Small Club Coronas;20060101;3.3
Specially Selected;20060101;7.4
Torpedo;20060101;4.5
Choix Supreme;20060101;5.5
Coronas de Luxe;20060101;5.2
Demi Tasse;20060101;1.6
Grandes de España;20060101;5.9
Lunch Club;20060101;3.2
Petit Coronas;20060101;3.6
Tainos;20060101;9.1
Belicosos;20060101;7.65
Belvederes;20060101;2.65
Cazadores;20060101;5.3
Cedro de Luxe N.º 1;20060101;6.6
Cedro de Luxe N.º 2;20060101;5.7
Cedro de Luxe N.º 3;20060101;4.1
Churchills;20060101;11.4
Churchills Tubo;20060101;11.75
Coronas;20060101;5.35
Coronitas en Cedro;20060101;3.0
Exhibición N.º 3;20060101;7.6
Exhibición N.º 4;20060101;7.4
Mille Fleurs;20060101;4.2
Petit Coronas;20060101;3.9
Petít Julietas;20060101;2.3
Petit Princess;20060101;3.35
Regalías de Londres;20060101;2.45
Romeo N.º 1;20060101;3.95
Romeo N.º 2;20060101;4.0
Romeo N.º 3;20060101;3.2
Short Churchills;20060101;8.0
Short Churchills Tubo;20060101;8.6
Sports Largos;20060101;2.65
Tres Petit Coronas;20060101;3.65
El Morro;20060101;11.3
El Príncipe;20060101;3.4
La Fuerza;20060101;7.5
La Punta;20060101;7.75
Mercaderes;20060101;9.7
Muralla;20060101;11.6
Oficios;20060101;5.4
Churchills;20060101;10.3
Churchills Tubo;20060101;10.5
Coronas;20060101;4.2
Coronas T/Alum;20060101;5.0
Double Coronas;20060101;10.5
Lonsdales;20060101;5.0
Petit Coronas;20060101;3.6
Petít Coronas T/Alum;20060101;4.0
Regios;20060101;5.25
Serie A;20060101;5.8
Bachilleres;20060101;3.2
Belicosos;20060101;6.65
Coronas;20060101;4.7
Coronas Gigantes;20060101;9.2
Molinos;20060101;5.5
Non Plus;20060101;3.8
Sanchos;20060101;14.9
Delirios;20060101;1.2
Coloniales;20060101;5.75
Fundadores;20060101;11.1
Reyes;20060101;4.6
Robusto Extra;20060101;11.65
Clásico;20060101;6.7
Don Alejandro;20060101;11.2
Familiar;20060101;5.8
Familiar Tubo;20060101;6.25
Famosos;20060101;6.5
Únicos;20060101;8.4
Especial N.º 1;20060101;6.4
Especial N.º 2;20060101;5.25
Marevas;20060101;3.2
Seoane;20060101;2.65
BN Beige Duro;20060125;2.5
BN Clásico Blando;20060125;2.5
BN Clásico Duro;20060125;2.5
Boncalo Duro;20060125;2.5
Brooklyn Azul Duro;20060125;2.1
Brooklyn Rojo Duro;20060125;2.1
Diana Duro;20060125;2.4
Ducados 25 Azul Duro;20060125;3.1
Ducados Azul Blando;20060125;2.5
Ducados Azul Duro;20060125;2.5
Ducados Azul/Blanco Blando;20060125;2.5
Ducados Azul/Blanco Duro;20060125;2.5
Ducados Blanco Duro;20060125;2.5
Ducados Internacional Duro;20060125;3.1
Ducados Lujo Duro;20060125;2.85
Ducados Rubio Azul;20060125;1.75
Ducados Rubio Rojo;20060125;1.75
Ducados Rubio Rojo 25;20060125;2.15
Fine 120 Azul Duro;20060125;3.4
Fine 120 Menthol Duro;20060125;3.4
Fine 120 Rojo Blend Duro;20060125;3.4
Fortuna 20 Azul Duro;20060125;2.5
Fortuna 20 Rojo Duro;20060125;2.5
Fortuna 25 Azul Duro;20060125;3.0
Fortuna 25 Rojo Duro;20060125;3.0
Fortuna Azul Duro 19;20060125;2.4
Fortuna Menthol Duro;20060125;2.5
Fortuna Naranja Duro;20060125;2.5
Fortuna Oriental Origin;20060125;2.6
Fortuna Plata Duro;20060125;2.5
Fortuna Rojo Blando;20060125;2.5
Fortuna Rojo Duro 19;20060125;2.4
Fortuna Savannah Origin;20060125;2.6
Fortuna Tropical Origin;20060125;2.6
Gauloises Rubio Amarillo;20060125;2.7
Gauloises Rubio Azul FF;20060125;2.7
Gauloises Rubio Rojo;20060125;2.7
Gitanes Cortos con Filtro Duro;20060125;3.1
Gitanes Cortos sin Filtro Duro;20060125;3.1
Habanos Blando;20060125;2.85
Habanos Duro;20060125;2.85
Marquise;20060125;1.75
News Azul Duro;20060125;2.25
News Rojo Duro;20060125;2.25
Nobel Blando;20060125;2.5
Nobel Duro;20060125;2.5
Nobel Plata;20060125;2.5
Partagás Duro;20060125;2.85
Sombra Blando;20060125;2.55
Basic Duro;20060126;1.75
Chesterfield Classic Blue 10'S;20060126;1.0
Chesterfield Classic Blue Duro;20060126;2.0
Chesterfield Classic Red 10'S;20060126;1.0
Chesterfield Classic Red Blando;20060126;2.0
Chesterfield Classic Red Duro;20060126;2.0
Chesterfield Corto S/F Duro;20060126;2.0
L&M Blue Label 100'S;20060126;1.75
L&M Blue Label 10'S;20060126;0.85
L&M Blue Label Duro;20060126;1.75
L&M Red Label 100'S;20060126;1.75
L&M Red Label 10'S;20060126;0.85
L&M Red Label Blando;20060126;1.75
L&M Red Label Duro;20060126;1.75
Lark;20060126;2.35
Marlboro Gold 100'S;20060126;2.35
Marlboro Gold 10'S;20060126;1.15
Marlboro Gold Duro;20060126;2.35
Marlboro Med Duro;20060126;2.35
Marlboro Red 100'S;20060126;2.35
Marlboro Red 10'S;20060126;1.15
Marlboro Red Blando;20060126;2.35
Marlboro Red Duro;20060126;2.35
Merit;20060126;2.0
NA Tur Blue;20060126;2.7
NA Tur Orange;20060126;2.7
NA Tur Red;20060126;2.7
Next Red 20;20060126;1.75
Next White 20;20060126;1.75
Philip Morris Filter Kings;20060126;2.0
Philip Morris Supreme;20060126;2.0
BN Beige Duro;20060201;2.0
BN Clásico Blando;20060201;2.0
BN Clásico Duro;20060201;2.0
Boncalo Duro;20060201;2.0
Brooklyn Azul Duro;20060201;1.75
Brooklyn Rojo Duro;20060201;1.75
Bullbrand 19;20060201;1.4
