Marca;Fecha;Precio
Petitos (10);20161022;1.95
Piramide (25);20161022;5.85
Robustos (25);20161022;4.75
Viuditas (10);20161022;2.95
Aged Short Robusto (10);20161022;7.0
Aged Maduro Marevas (10);20161022;8.0
Aged Maduro Short Churchill (10);20161022;8.5
Aged Maduro Short Robusto (10);20161022;8.2
Heritage Robusto Collection (12);20161022;11.0
80 TH Anniversary Box Press (14);20161022;11.5
Box Press Chaveta (21);20161022;6.75
Box Press Churchill (21);20161022;7.9
Box Press Cortador (21);20161022;7.5
Box Press El Lector (21);20161022;7.5
Box Press Pegador (21);20161022;5.8
Box Press Pilon (21);20161022;8.5
Maduro Chaveta (20);20161022;5.7
Maduro Churchill (20);20161022;6.75
Maduro Cortador (20);20161022;6.5
Maduro Lector (20);20161022;6.5
Maduro Pegador (20);20161022;5.5
Maduro Vitola (20);20161022;3.5
Reserva Marevas Estuche (4);20161022;1.75
Reserva Selección Estuche (5);20161022;2.4
Cubo Winston Picadura de Liar o Entubar (30 g);20161022;5.0
Davidoff Argentina Pipe Tobacco (50 g);20161022;6.9
Davidoff Brazil Pipe Tobacco (50 g);20161022;6.9
Davidoff Malawi Pipe Tobacco (50 g);20161022;6.9
Scottish Corner Pipe Aberdeen Edition (55 g);20161022;3.95
Rothmans of London Switch;20161029;4.0
Winston Picadura de Liar (30 g);20161105;5.1
Al Rayan Orange with Mint (50 g);20161105;2.65
Al Rayan Two Apple (250 g);20161105;12.25
Mazaya French Tobacco Molasses Blueberry & Mint (50 g);20161105;2.5
Mazaya French Tobacco Molasses Grape & Berry (50 g);20161105;2.5
Mazaya French Tobacco Molasses Mixed Berry (50 g);20161105;2.5
Mazaya French Tobacco Molasses Pineapple & Mint (50 g);20161105;2.5
Mazaya French Tobacco Molasses Tropicano (50 g);20161105;2.5
King Blue;20161112;3.95
King Blue 100’s;20161112;3.95
King Red;20161112;3.95
King Red 100’s;20161112;3.95
Nicaragua Robusto (20);20161119;6.8
Nicaragua Robusto (4);20161119;6.8
Nicaragua Short Robusto (20);20161119;6.4
Nicaragua Toro (20);20161119;7.4
Nicaragua Toro (4);20161119;7.4
American Barrel Gordo (20);20161119;11.4
American Barrel Robusto Tubos (20);20161119;9.9
American Barrel Toro (20);20161119;10.6
Year of The Rooster (10);20161119;24.0
Aromas (10);20161119;0.31
Brevas (50);20161119;0.5
Especiales Guajiro (50);20161119;0.42
Forte Trompetas (5);20161119;0.34
Palmeros (50);20161119;0.42
Trompetas (20);20161119;0.32
Holiday Keg 6 x 50 Barril (10);20161119;7.5
Capuletos E.L. 2016 (25);20161119;15.0
Coronas (50);20161119;0.38
Topes E.L. 2016 (12);20161119;14.0
Delicias n.º 6 (36);20161119;0.6
Delicias n.º 6 (6);20161119;0.6
Festivo (25);20161119;1.0
Gran Reales (1);20161119;0.9
Panetela (25);20161119;1.2
Perla (25);20161119;0.5
Reales (25);20161119;0.95
Torpedo (25);20161119;1.3
Vegas (25);20161119;1.5
Bullbrand Negro (40);20161126;7.85
80 Aniversario (20);20161203;22.0
Allure Lilac;20161206;4.1
Allure Lilac KS 0’6;20161206;4.1
Allure Menthol;20161206;4.1
Allure Organic;20161206;4.2
Allure White;20161206;4.1
Allure White 0,1 KS;20161206;4.1
Black Devil After Dinner;20161206;4.2
Black Devil Black;20161206;4.05
Black Devil Cherry Flavour;20161206;4.2
Black Devil Finest Flavour;20161206;4.2
Black Devil Green (20);20161206;4.05
Black Devil Pink;20161206;4.05
Black Devil Special Flavour;20161206;4.2
Black Devil Yellow;20161206;4.05
Burton Blue (20);20161206;4.1
Burton Silver (20);20161206;4.1
Esse;20161206;4.1
Esse Blue;20161206;4.1
Esse Celeste 0.1;20161206;4.1
Manitou Virginia Gold;20161206;4.1
Manitou Virginia Pink;20161206;4.1
Manitou Virginia Sky;20161206;4.1
American Legend;20161209;4.0
American Legend Menthol;20161209;4.0
American Legend White;20161209;4.0
Benson & Hedges Gold;20161209;5.05
Bravo American Blend;20161209;4.0
Bravo American Blend 100’s;20161209;4.0
Bravo Blue;20161209;4.0
Bravo Blue 100’s;20161209;4.0
Bravo Clásico;20161209;4.0
Bravo Menthol;20161209;4.0
Coronas Black Soft;20161209;4.4
Desert Gold 100’s;20161209;4.0
Desert Gold Blue;20161209;4.0
Desert Gold Menthol;20161209;4.0
Desert Gold Red;20161209;4.0
Herencia Palmera;20161209;4.05
Karelia Slims;20161209;4.2
Karelia Slims Blue;20161209;4.2
Karelia Slims Crem Color;20161209;4.2
Karelia Slims Mentol;20161209;4.2
Latino Heritage;20161209;4.05
Mecánicos Extra Filtro;20161209;4.05
Omé Superslims White;20161209;4.2
Omé Superslims;20161209;4.2
Omè Superslims Menthol;20161209;4.2
Omé Superslims Yellow;20161209;4.2
Pueblo Blue;20161209;4.1
Pueblo Green;20161209;4.1
Pueblo Orange;20161209;4.1
Winston Xstyle Gold;20161209;4.5
Winston Xstyle Red;20161209;4.5
Pueblo Cigarette;20161209;4.1
Black Jack Red C20;20161216;3.95
Chesterfield Blando;20161216;4.55
Chesterfield Classic Blue Duro;20161216;4.65
Chesterfield Classic Red Duro;20161216;4.65
Chesterfield Rich;20161216;4.5
L&M Blue Blando;20161216;4.3
L&M Blue Label Duro;20161216;4.4
L&M Red Blando;20161216;4.3
L&M Red Label 100s;20161216;4.2
L&M Red Label Duro;20161216;4.4
Marlboro Gold 100’S;20161216;5.05
Marlboro Gold Duro;20161216;4.95
Marlboro Menthol;20161216;4.95
Marlboro Pocket Pack (Corto);20161216;4.55
Marlboro Red 100’S;20161216;5.05
Marlboro Red Beyond;20161216;4.95
Marlboro Red Blando;20161216;4.95
Marlboro Red Duro;20161216;4.95
Marlboro Touch Azul;20161216;4.55
Marlboro Touch Rojo;20161216;4.55
Philip Morris Filter King;20161216;4.4
Philip Morris Red;20161216;4.1
American Club;20161217;4.0
American Club 100’s;20161217;4.0
Benson & Hedges 100’S;20161217;4.95
Benson & Hedges Gold;20161217;4.95
Benson & Hedges London Blue;20161217;4.1
Benson & Hedges London Red;20161217;4.1
Benson & Hedges London Red 100;20161217;4.1
Benson & Hedges Option;20161217;4.1
Benson & Hedges Silver;20161217;4.8
Camel Activa;20161217;4.65
Camel Blue 20;20161217;4.65
Camel Essential Blue;20161217;4.55
Camel Essential Filters;20161217;4.55
Camel Filter Box 20;20161217;4.65
Camel Filter Soft;20161217;4.55
Camel Non Filter Soft;20161217;4.65
Egalite 100’s;20161217;4.0
Egalite Blanches;20161217;4.0
Egalite Slim;20161217;4.0
Fraternite 100’s;20161217;4.0
Fraternite Blondes;20161217;4.0
Fraternite Slim;20161217;4.0
Liberte Brunes Negro;20161217;4.0
Mark 1 American Blend;20161217;4.1
Mark 1 American Blend 25;20161217;5.0
Mark 1 Break;20161217;5.0
Mark 1 Golden 100’s;20161217;4.1
Mark 1 Golden Blend;20161217;4.1
Mark 1 Golden Blend 25;20161217;5.0
Mark 1 Menthol;20161217;4.1
Mark 1 Negro;20161217;4.1
Mark 1 Negro 100’s;20161217;4.1
Mark 1 Silver;20161217;4.1
Mark 1 Soft Negro;20161217;4.1
Mark 1 White 0.1;20161217;4.1
Mark-1 100’s Red;20161217;4.1
Mayfair Green;20161217;4.4
Mayfair King Size;20161217;4.4
Mayfair Sky Blue;20161217;4.4
Mayfair Superkings;20161217;4.4
Naturalmente Seneca Fine;20161217;4.0
Naturalmente Seneca Full;20161217;4.0
Rex FF Blando;20161217;4.7
Ronson 25 S Red;20161217;5.3
Silk Cut Blue;20161217;4.95
Silk Cut Purple;20161217;4.95
Silk Cut Purple 100’S;20161217;4.95
Silk Cut Silver;20161217;4.95
Silk Cut White;20161217;4.95
Sterling Dual;20161217;4.15
Sterling King Size;20161217;4.15
Sterling Superking Blue;20161217;4.2
Sterling Superkings;20161217;4.2
Winston Blue;20161217;4.55
Winston Classic 100;20161217;4.45
Winston Classic Ks Box;20161217;4.55
Winston Classic Red Ks Soft;20161217;4.55
Winston Evolution (cajetilla blanda);20161217;4.3
Winston Evolution (cajetilla dura);20161217;4.4
Winston Evolution 100 (cajetilla dura);20161217;4.2
Winston Evolution Blue;20161217;4.4
Winston Evolution Red;20161217;4.4
Winston Silver;20161217;4.55
Winston Xstyle Gold;20161217;4.4
Winston Xstyle Red;20161217;4.4
B.N. Beige Duro;20161221;4.6
B.N. Clásico Blando;20161221;4.6
B.N. Clásico Duro;20161221;4.6
Davidoff Classic;20161221;4.95
Davidoff Gold;20161221;4.95
Ducados 25 Azul Duro;20161221;5.4
Ducados Azul Blando;20161221;4.65
Ducados Azul Duro;20161221;4.65
Ducados Azul/Blanco Blando;20161221;4.65
Ducados Azul/Blanco Duro;20161221;4.65
Ducados Blanco Duro;20161221;4.65
Ducados Lujo Duro;20161221;4.95
Ducados Rubio 100’S by John Player Special;20161221;4.2
Ducados Rubio 24 Plus by John Player Special;20161221;5.0
Ducados Rubio 29 Maxi by John Player Special;20161221;6.0
Ducados Rubio Blue Box by John Payer Special;20161221;4.4
Ducados Rubio Blue Soft by John Player Special;20161221;4.3
Ducados Rubio Mentol by John Player Special;20161221;4.4
Ducados Rubio Pocket by John Player Special;20161221;4.15
Ducados Rubio Press & Fresh (Duo) by John Player Special;20161221;4.4
Ducados Rubio Red Box by John Player Special;20161221;4.4
Ducados Rubio Red Soft by John Player Special;20161221;4.3
Embassy N.º 1;20161221;5.1
Fortuna 100’s Largo;20161221;4.45
Fortuna 23;20161221;4.85
Fortuna 29;20161221;6.1
Fortuna Azul Duro 20;20161221;4.55
Fortuna Fresh;20161221;4.55
Fortuna Menthol Duro;20161221;4.55
Fortuna Plata Duro;20161221;4.55
Fortuna Pocket Corto;20161221;4.2
Fortuna Red Line;20161221;4.4
Fortuna Red Line 100;20161221;4.2
Fortuna Red Line Blando;20161221;4.3
Fortuna Rojo Duro 20;20161221;4.55
Gauloises Brunes;20161221;4.8
Gauloises Rubio Amarillo;20161221;4.3
Gauloises Rubio Azul;20161221;4.3
Gauloises Rubio Azul 24;20161221;4.95
Gauloises Rubio Rojo;20161221;4.3
Gauloises Rubio Rojo 24;20161221;4.95
Gitanes Cortos Con Filtro Duro;20161221;5.1
Gitanes Cortos Sin Filtro Duro;20161221;5.1
Herencia Blando;20161221;4.9
Herencia Duro;20161221;4.9
John Player King Size Blue;20161221;4.8
JPS American Blend Blue;20161221;4.4
JPS American Blend Blue 24;20161221;4.95
JPS American Blend Red;20161221;4.4
JPS American Blend Red 100’S;20161221;4.2
JPS American Blend Red 24;20161221;4.95
JPS American Blend Red Blando;20161221;4.3
JPS American Blend White;20161221;4.4
JPS Black;20161221;4.4
JPS Black 100s;20161221;4.4
JPS Green Menthol;20161221;4.4
JPS Virginia Blue;20161221;4.1
JPS Virginia Blue 100’s;20161221;4.15
L&B Blue KS;20161221;4.6
Lambert & Butler GLide Tec;20161221;4.75
Lambert & Butler Gold;20161221;4.8
Lambert & Butler KS;20161221;4.8
Lambert & Butler Menthol;20161221;4.8
News Azul Duro;20161221;4.3
News Rojo 30 Duro;20161221;6.25
News Rojo Duro;20161221;4.3
Nobel 0,1;20161221;4.55
Nobel 23;20161221;4.85
Nobel Blando;20161221;4.4
Nobel Duro;20161221;4.55
Nobel Intense;20161221;4.35
Nobel Slims;20161221;4.4
Nobel Style;20161221;4.3
Nobel Triple Filtro;20161221;4.55
R1 Azul;20161221;4.9
R1 Rojo;20161221;4.9
R1 Slim Line;20161221;4.9
Regal Ks;20161221;5.1
Richmond King Size;20161221;4.35
Richmond Superkings;20161221;4.35
Richmond Superkings Menthol;20161221;4.35
Richmond Superkings White;20161221;4.35
Superkings;20161221;5.1
Superkings Blue;20161221;5.1
Superkings Menthol;20161221;5.1
West Blue;20161221;4.1
West Brooklyn 100’s;20161221;4.1
West Brooklyn Azul Duro;20161221;4.1
West Brooklyn Rojo Duro;20161221;4.1
West Ice;20161221;4.1
West Red;20161221;4.1
West Silver;20161221;4.1
Windsor Blue Superkings;20161221;4.3
Chesterfield Blando;20161224;4.45
Chesterfield Classic Blue Duro;20161224;4.55
Chesterfield Classic Red Duro;20161224;4.55
Chesterfield Rich;20161224;4.4
Eva Slims Blue;20161224;4.1
Eva Slims Menthol;20161224;4.1
Eva Slims Yellow;20161224;4.1
Global Blue;20161224;4.1
Global Red;20161224;4.1
Marlboro Gold 100’S;20161224;4.95
Marlboro Gold Duro;20161224;4.85
Marlboro Menthol;20161224;4.85
Marlboro Pocket Pack (Corto);20161224;4.45
Marlboro Red 100’S;20161224;4.95
Marlboro Red Beyond;20161224;4.85
Marlboro Red Blando;20161224;4.85
Marlboro Red Duro;20161224;4.85
Marlboro Touch Azul;20161224;4.45
Marlboro Touch Rojo;20161224;4.45
Fortuna Rojo Blando;20161228;4.55
Chesterfield Blando;20161229;4.55
Chesterfield Classic Blue Duro;20161229;4.65
Chesterfield Classic Red Duro;20161229;4.65
Chesterfield Rich;20161229;4.5
Estelada;20161229;4.1
Marlboro Gold 100’S;20161229;5.05
Marlboro Gold Duro;20161229;4.95
Marlboro Menthol;20161229;4.95
Marlboro Pocket Pack (Corto);20161229;4.55
Marlboro Red 100’S;20161229;5.05
Marlboro Red Beyond;20161229;4.95
Marlboro Red Blando;20161229;4.95
Marlboro Red Duro;20161229;4.95
Marlboro Touch Azul;20161229;4.55
Marlboro Touch Rojo;20161229;4.55
Santiago Cátedra C20;20161229;3.99
Corset Lile Superslims;20161231;4.1
Corset Menthol Superslims;20161231;4.1
Corset Pink Superslims;20161231;4.1
Belga Red;20170103;5.35
Cohiba Duro;20170103;4.4
Craven A Red;20170103;4.95
Dunhill International Red;20170103;5.6
Embassy N.º 1;20170103;5.2
Kool Filter Kings;20170103;4.95
Lucky Strike Black Flow;20170103;4.4
Lucky Strike Black Flow DS;20170103;4.3
Lucky Strike Blue;20170103;4.55
Lucky Strike Click & Roll;20170103;4.45
Lucky Strike Doble Frescor;20170103;4.45
Lucky Strike Double Click Crisp;20170103;4.45
Lucky Strike Double Click Wild;20170103;4.45
Lucky Strike Flow Filter;20170103;4.4
Lucky Strike Flow Filter Demi Slims;20170103;4.3
Lucky Strike Original Tobacco;20170103;4.45
Lucky Strike Red;20170103;4.55
Lucky Strike Red Blando;20170103;4.4
Pall Mall New Orleans Blando;20170103;4.3
Pall Mall Plus Alaska/Menthol;20170103;4.4
Pall Mall Plus Los Angeles;20170103;4.4
Pall Mall Plus New Orleans Largo 100’S;20170103;4.2
Pall Mall Plus New Orleans/Red;20170103;4.4
Pall Mall Plus San Francisco/Blue;20170103;4.4
Pall Mall Pocket Edition;20170103;4.3
Pall Mall Puerto Rico;20170103;4.4
Peter Stuyvesant Blue;20170103;4.8
Peter Stuyvesant Red;20170103;4.8
Peter Stuyvesant Silver;20170103;4.8
Respect Red American Blend;20170103;4.05
Ronhill Rich;20170103;4.05
Ronhill Rich 100’S C20;20170103;4.05
Ronhill White;20170103;4.05
Rothmans Blue;20170103;4.95
Rothmans of London;20170103;4.1
Rothmans of London 100’s;20170103;4.1
Rothmans of London DS;20170103;4.1
Rothmans of London Switch;20170103;4.1
Rothmans of London White and Blue;20170103;4.1
Rothmans Red;20170103;4.95
Royal Crown Filter;20170103;4.8
Vogue Frisson Menthe;20170103;5.6
Vogue Super Slims Blue;20170103;5.6
Winfield Blue;20170103;6.25
Winfield Red;20170103;6.25
Austin Blue;20170106;4.0
Austin Menthol;20170106;4.0
Austin Red;20170106;4.0
Austin Red 100’s;20170106;4.0
Che Red;20170106;4.2
Elixyr 24 Red;20170106;4.9
Elixyr Blue;20170106;4.1
Elixyr Frost Menthol 100’s;20170106;4.1
Elixyr Menthol;20170106;4.1
Elixyr Red;20170106;4.1
Elixyr Red 100’s;20170106;4.1
Bullbrand Negro Duro;20170114;4.0
Bullbrand Negro Intenso;20170114;4.0
Bullbrand Rubio 20;20170114;4.0
Burton Blue (20);20170114;4.0
Burton Green 20;20170114;4.0
Burton Original 20;20170114;4.0
Burton Silver (20);20170114;4.0
Burton White 20;20170114;4.0
JPS Duo;20170114;4.4
Pepe Easy Green Natural;20170114;4.0
Pepe Fine Green Natural;20170114;4.0
Pepe Rich Green Natural;20170114;4.0
Pepe Rich Red Natural;20170114;4.0
Bullbrand Negro 20;20170128;4.1
West Blue Compact;20170128;4.0
West Red Compact;20170128;4.0
Breva (25);20170204;0.5
Campana (5);20170204;1.95
Diego (5);20170204;1.75
Panameño (5);20170204;1.55
Petit Campana (5);20170204;1.8
Petit Robusto (5);20170204;1.75
Robusto (5);20170204;1.9
Robusto Elegante (25);20170204;5.1
Robusto Gordo (25);20170204;5.45
Robusto Petit (25);20170204;4.9
70 (25);20170204;4.45
Coronas (25);20170204;2.7
Diademas (25);20170204;3.9
Petit (10);20170204;1.5
Pirámide (25);20170204;3.0
Robusto XL (25);20170204;3.65
Robustos (25);20170204;2.95
Short Robusto (25);20170204;3.7
Sublime (25);20170204;3.65
Super Robusto (25);20170204;4.1
Brevas XL (25);20170204;0.5
Vitola 1 (20);20170204;0.55
Vitola 2 (20);20170204;0.55
Vitola 3 (20);20170204;0.55
Vitola 4 (20);20170204;0.55
B-54 (10);20170204;2.55
B-56 (10);20170204;2.6
Brevas (25);20170204;0.5
Esplendidos (10);20170204;2.4
Montescos (10);20170204;2.55
N.º 2 (10);20170204;2.4
N.º 4 (10);20170204;2.05
Ometepe Belicoso (25);20170204;3.4
Ometepe Cabinet (25);20170204;4.75
Ometepe Diadema (25);20170204;4.3
Ometepe Magnum 56 (25);20170204;4.3
Ometepe Robusto XL (25);20170204;4.4
Ometepe Short Robusto (25);20170204;3.95
Perla (10);20170204;1.55
Piramide (10);20170204;2.0
PR2 (10);20170204;2.55
Robusto (10);20170204;2.0
Short Piramide (10);20170204;1.85
Short Robusto (10);20170204;1.85
VI (10);20170204;1.55
Ducados Rubio Press & Fresh (Duo) by John Player Special;20170211;4.3
Embassy N.º 1;20170211;5.0
JPS Duo;20170211;4.3
Regal Ks;20170211;5.0
Superkings;20170211;5.0
Superkings Blue;20170211;5.0
Superkings Menthol;20170211;5.0
Toro (20);20170218;5.2
Tripa Larga de Torcedor Esteliano Gran Cañon (25);20170218;3.2
Tripa Larga de Torcedor Esteliano Robusto (25);20170218;3.0
Robusto Tubo (20);20170218;4.9
Rothmans of London DS;20170225;4.0
Santiago Cátedra Azul C20;20170225;3.99
Floyd Blue;20170304;4.65
Floyd Silver;20170304;4.65
Herencia Palmera;20170304;4.1
L&B Blue Ice Capsule;20170311;4.15
Winston Expand;20170318;4.4
L&B Blue KS;20170325;4.2
Allure Sky Superslim 0,1 (20);20170401;4.1
Corset Chic Lile;20170401;4.1
Corset Chic Pink;20170401;4.1
Gracia Blue Deluxe Slims;20170401;4.1
Gracia Red Deluxe Slims;20170401;4.1
Lucky Strike Compact Click;20170401;4.2
Lucky Strike Click & Roll;20170408;4.4
Bullbrand Negro 100 (20);20170422;3.95
Denim Red 100 (20);20170422;3.95
Filter Tip (20);20170429;0.28
Filter Tip (50);20170429;0.32
Mehari’s Brasil (20);20170429;0.26
Mehari’s Brasil (50);20170429;0.3
Mehari’s Ecuador (20);20170429;0.26
Mehari’s Ecuador (50);20170429;0.3
Mehari’s Java (20);20170429;0.26
Mehari’s Java (50);20170429;0.3
Mehari’s Red Orient (20);20170429;0.26
Mehari’s Red Orient (50);20170429;0.3
Mehari’s Red Orient Filter (20);20170429;0.24
Mini Mehari’s Ecuador (20);20170429;0.22
Mini Mehari’s Java (20);20170429;0.22
Mini Mehari’s Red Orient (20);20170429;0.22
Amigos (50);20170429;0.17
Clásico Robusto Humipack 1 (20);20170429;3.4
Nicaragua Robusto (25);20170429;3.3
Wilde Brazil (10);20170429;0.34
Inspirado Cañonazo (10);20170429;6.4
Inspirado Marevas Humipack 1 (20);20170429;4.5
Inspirado Miniaturas (8);20170429;0.5
Mini Java (50);20170429;0.2
Blue (20);20170429;0.26
Desert (20);20170429;0.22
Mignon Luxe (20);20170429;0.26
Mignon Red (20);20170429;0.26
Mini Bleu (20);20170429;0.21
Mini Filter Red (20);20170429;0.21
Mini Original (20);20170429;0.21
Mini Red (20);20170429;0.21
Small (20);20170429;0.26
Colorado Robusto (10);20170429;1.0
Colorado Toro (10);20170429;1.2
Connecticut Robusto (10);20170429;1.0
Connecticut Toro (10);20170429;1.2
Poncho Mini (20);20170429;0.15
JPS Duo;20170506;4.25
#PVAMNM Edicion Limitada Marbella 2017 (30);20170513;8.7
19 Campeones del Mundo 2010 (30);20170513;9.4
Breves (20);20170520;2.95
Capítulo II (10);20170520;15.5
DL-660 (20);20170520;9.95
DL-660 Maduro (20);20170520;9.95
Reserva Especial Gran Robusto (24);20170520;10.95
Reserva Especial Toro (24);20170520;10.95
1867 Lancero (10);20170520;6.95
A.S. Tabaco de Pipa (80 g);20170520;5.6
Sahara (100 g);20170520;7.0
Surfari Acapulco WM Tabaco de Shisha (100 g);20170520;7.0
Surfari Arica Ango Tabaco de Shisha (100 g);20170520;7.0
Surfari Boomerang Beach Tabaco de Shisha (100 g);20170520;7.0
Surfari Chicle Tabaco de Shisha (100 g);20170520;7.0
Surfari Chicle Tabaco de Shisha (40 g);20170520;2.8
Surfari Cinammon Lady Tabaco de Shisha (100 g);20170520;7.0
Surfari Double M Tabaco de Shisha (100 g);20170520;7.0
Surfari El Palmar Tabaco de Shisha (100 g);20170520;7.0
Surfari Ice Pir Tabaco de Shisha (100 g);20170520;7.0
Surfari Jeffreys Cookie Tabaco de Shisha (100 g);20170520;7.0
Surfari Lagundri Bruits Tabaco de Shisha (100 g);20170520;7.0
Surfari Mavericks Cola Tabaco de Shisha (100 g);20170520;7.0
Surfari Mundaka Mon Tabaco de Shisha (100 g);20170520;7.0
Surfari Oahu Ya Tabaco de Shisha (100 g);20170520;7.0
Surfari Original M Tabaco de Shisha (100 g);20170520;7.0
Surfari Osito Gominola Rojo Tabaco de Shisha (100 g);20170520;7.0
Surfari Osito Gominola Rojo Tabaco de Shisha (40 g);20170520;2.8
Surfari Pantín Helon Tabaco de Shisha (100 g);20170520;7.0
Surfari Spicy Chai Tabaco de Shisha (100 g);20170520;7.0
Surfari Waimea Pich Tabaco de Shisha (100 g);20170520;7.0
Hoja de Tabaco Ritual (1.000 g);20170520;47.22
Hoja de Tabaco Ritual (250 g);20170520;13.0
American Legend Green;20170527;4.0
Karelia I;20170527;4.2
Karelia L;20170527;4.2
Karelia M;20170527;4.2
Karelia S;20170527;4.2
Omé Green;20170527;4.2
Classic Corona (10);20170603;0.85
Classic Robusto (10);20170603;0.9
Classic Short Robusto (10);20170603;0.85
Classic Toro (10);20170603;1.2
Classic Torpedo (10);20170603;1.2
Shade Corona (10);20170603;0.85
Bravo Green;20170610;4.005
Lucky Strike Fresh;20170617;4.4
Burton White 100 (20);20170624;3.95
Philip Morris Red Largo;20170624;4.1
1,69 Black Edition;20170701;4.0
1,69 Blue Edition;20170701;4.0
1,69 Doble Black;20170701;4.0
1,69 Green Edition;20170701;4.0
1,69 Red Edition;20170701;4.0
Marbella American Blend;20170701;4.0
Ambassadrice (25);20080708;4.08
Limited Edition 2008 «Robusto Extra-Reserva 12» (10);20080708;9.99
Millennium Blend Lanceros (10);20080708;9.66
Puro D’Oro Gorditos (25);20080708;7.02
Puro D’Oro Magníficos (10);20080708;6.12
Sting Picadura Pipa (80 g);20080708;5.6
Taboo Seduction (200 g);20080708;12.0
Santiago Cátedra Azul C20;20170715;3.95
Claro Gordo (25);20170722;1.9
Claro Robusto (25);20170722;1.5
Claro Toro (25);20170722;1.6
Fat Corona (24);20170722;6.95
Gran Toro (24);20170722;7.9
Capa Sungrown (20);20170722;5.9
Jute M (25);20170722;1.0
Serie I (25);20170729;1.5
Serie II (25);20170729;1.4
Brevas Tubos (20);20170729;1.5
Gran Reserva Belicoso (20);20170729;8.5
Gran Reserva Gran Cónsul (20);20170729;8.25
Gran Reserva Robusto (20);20170729;7.5
Fanáticos 7 x 70 (8);20170729;3.9
Lunáticos 8 x 80 (8);20170729;4.5
Míticos 4 1/2 x 70 (8);20170729;3.5
Brevas (25);20170729;0.45
Brevas Especiales (36);20170729;0.4
Brevas Mazo (36);20170729;0.4
Lucky Strike Tabaco de Volumen (44,5 g);20170729;7.5
Backwoods Forest (50 g);20170729;3.5
Backwoods Mountain (50 g);20170729;3.5
Mazaya French Tobacco Molasses Bahraini App (200 g);20170729;10.0
Mazaya French Tobacco Molasses Blu Aloha (50 g);20170729;2.5
Mazaya French Tobacco Molasses Blu Sun (50 g);20170729;2.5
Mazaya French Tobacco Molasses Electric Dream (50 g);20170729;2.5
Mazaya French Tobacco Molasses Exotic Blu (200 g);20170729;10.0
Mazaya French Tobacco Molasses Exotic Bunch (50 g);20170729;2.5
Mazaya French Tobacco Molasses Fuzzy Bang (50 g);20170729;2.5
Mazaya French Tobacco Molasses Fuzzy BreeZ (50 g);20170729;2.5
Mazaya French Tobacco Molasses Fuzzy Swirl (50 g);20170729;2.5
Mazaya French Tobacco Molasses LOLzy (50 g);20170729;2.5
Mazaya French Tobacco Molasses Mystic Slice (50 g);20170729;2.5
Mazaya French Tobacco Molasses Pure BreeZ (200 g);20170729;10.0
Mazaya French Tobacco Molasses Rainblow (50 g);20170729;2.5
Mazaya French Tobacco Molasses Ruby Rush (50 g);20170729;2.5
Corset Brise À Porter;20170902;4.3
Corset Deux À Porter;20170902;4.3
Corset Lilac À Porter;20170902;4.3
Corset White À Porter;20170902;4.3
Corset Mauve À Porter;20170902;4.3
News&Co Bleu;20170902;4.1
News&Co Rouge;20170902;4.1
Classic Corona (5);20170909;0.85
Classic Doble Gordo 6x60 (5);20170909;1.3
Classic Doble Gordo 6x60 Mazo (10);20170909;1.3
Classic Robusto (5);20170909;0.9
Classic Short Robusto (5);20170909;0.85
Classic Toro (5);20170909;1.2
Classic Torpedo (5);20170909;1.2
Shade Corona (5);20170909;0.85
Shade Doble Gordo 6x60 (5);20170909;1.3
Shade Doble Gordo 6x60 Mazo (10);20170909;1.3
Shade Robusto (5);20170909;0.9
Shade Short Robusto (5);20170909;0.85
Shade Toro (5);20170909;1.2
Shade Torpedo (5);20170909;1.2
Cutters Choice (50 g);20170909;8.7
Lucky Strike para entubar (30 g);20170909;4.9
Pall Mall para entubar (30 g);20170909;4.9
Virginia Spring Tabaco de liar (30 g);20170909;4.95
Barsdorf’s Bester Red Easy Burn (40 g);20170909;2.9
Forever Gold Black (100 g);20170909;9.5
Forever Gold Dark Blue (100 g);20170909;9.5
Forever Gold Galben (100 g);20170909;9.5
Forever Gold Green (100 g);20170909;9.5
Forever Gold Mow (100 g);20170909;9.5
Forever Gold Plum (100 g);20170909;9.5
Forever Gold Purple (100 g);20170909;9.5
Forever Gold Russet (100 g);20170909;9.5
Fumari Amorosa (100 g);20170909;15.5
Fumari Belgian Chill (100 g);20170909;15.5
Fumari Ceylon Chi (100 g);20170909;15.5
Fumari Golden West (100 g);20170909;15.5
Fumari Lumin Freeze (100 g);20170909;15.5
Fumari Maison Bleu (100 g);20170909;15.5
Fumari Original White Bear (100 g);20170909;15.5
Fumari Sorrentocello (100 g);20170909;15.5
Fumari Tango Melange (100 g);20170909;15.5
Fumari Wild Beach (100 g);20170909;15.5
Heets Marlboro Amber Label (el envase de 10);20170909;2.5
Heets Marlboro Turquoise Label (el envase de 10);20170909;2.5
Heets Marlboro Yellow Label (el envase de 10);20170909;2.5
Winston Churchill Late Hour Churchill (20);20170916;17.3
Winston Churchill Late Hour Churchill (4);20170916;17.3
Winston Churchill Late Hour Robusto (20);20170916;15.3
Winston Churchill Late Hour Robusto (4);20170916;15.3
Maduro Piramides Box Press (20);20170916;5.5
Maduro Robustos (20);20170916;4.95
Maduro Robustos XL (20);20170916;5.4
Amazon Anaconda (20);20170923;7.0
Selección N 1 (25);20170923;11.4
Selección N 2 (25);20170923;11.4
