Nombre;Fecha;Area;Precio
Denim Red American Blend;20091003;Peninsula e Illes Balears;2.6
Elixir Red;20091003;Peninsula e Illes Balears;2.6
Elixyr Blue;20091003;Peninsula e Illes Balears;2.7
Elixyr Red 100’S;20091003;Peninsula e Illes Balears;2.7
Elixyr Red XXXL;20091003;Peninsula e Illes Balears;2.7
Garett Blue;20091003;Peninsula e Illes Balears;4.0
Garett Silver;20091003;Peninsula e Illes Balears;3.0
Natur Slim Blue;20091003;Peninsula e Illes Balears;3.0
Natur Slim Red;20091003;Peninsula e Illes Balears;2.8
Winston Redvolution;20091003;Peninsula e Illes Balears;2.8
Chonero (25);20091003;Ceuta y Melilla;1.2
Galápagos (Torpedo) (25);20091003;Ceuta y Melilla;1.3
Idellas (25);20091003;Ceuta y Melilla;0.95
Lonsdale(25);20091003;Ceuta y Melilla;2.3
Monarcas (25);20091003;Ceuta y Melilla;1.2
Toro (25);20091003;Ceuta y Melilla;2.1
Benavides:;20091003;Ceuta y Melilla;1.0
Cetro (25);20091003;Ceuta y Melilla;2.8
Espléndidos (25);20091003;Ceuta y Melilla;1.15
Homenaje (25);20091003;Ceuta y Melilla;2.2
Lonsdales (3);20091003;Ceuta y Melilla;2.0
N.º 4 (25);20091003;Ceuta y Melilla;2.0
N.º 4 (5);20091003;Ceuta y Melilla;3.0
Robusto (5);20091003;Ceuta y Melilla;4.5
Camacho:;20091003;Ceuta y Melilla;3.5
Corojo Figurado Cello (25);20091003;Ceuta y Melilla;2.9
Corojo Monarca Cello (25);20091003;Ceuta y Melilla;3.7
Corojo Petit Cello (25);20091003;Ceuta y Melilla;0.52
Corojo Toro Cello (25);20091003;Ceuta y Melilla;14.5
Cohiba:;20091003;Ceuta y Melilla;1.3
Mini Edición Especial (50);20091003;Ceuta y Melilla;1.65
Davidoff:;20091003;Ceuta y Melilla;1.2
Toro Especial Edición Limitada 2009 (10);20091003;Ceuta y Melilla;1.4
Don José:;20091003;Ceuta y Melilla;1.65
Corona Mazo (10);20091003;Ceuta y Melilla;0.3
Don Sixto:;20091003;Ceuta y Melilla;0.45
Churchill (3 x 10);20091003;Ceuta y Melilla;5.2
Corona (3 x 10);20091003;Ceuta y Melilla;3.4
Robusto (3 x 10);20091003;Ceuta y Melilla;2.8
Torpedo (3 x 10);20091003;Ceuta y Melilla;2.9
El Copey:;20091003;Ceuta y Melilla;2.1
Mini (10);20091003;Ceuta y Melilla;2.3
Guantanamera:;20091003;Ceuta y Melilla;1.4
Puritos (10);20091003;Ceuta y Melilla;1.15
La Aurora:;20091003;Ceuta y Melilla;2.15
1495 Series Connoisseur Selection Petaca (5);20091003;Ceuta y Melilla;20.5
Leon Jimenes:;20091003;Ceuta y Melilla;20.5
C) Cigarros y cigarritos;20091003;Ceuta y Melilla;6.0
Amigos:;20091003;Ceuta y Melilla;2.4
Amigos (el envase de 50);20091003;Ceuta y Melilla;1.9
Filter (el envase de 20);20091003;Ceuta y Melilla;1.9
Gold:;20091003;Ceuta y Melilla;2.7
Fine (el envase de 10);20091003;Ceuta y Melilla;1.25
Vanilla (el envase de 10);20091003;Ceuta y Melilla;9.6
Havera:;20091003;Ceuta y Melilla;1.0
Havera (el envase de 20);20091003;Ceuta y Melilla;1.0
E) Picaduras de pipa;20091003;Ceuta y Melilla;6.5
Ashford Red (150 g);20091003;Ceuta y Melilla;1.95
A) Cigarrillos;20091003;Ceuta y Melilla;1.6
Bravo Clásico;20091003;Ceuta y Melilla;1.6
Elixir Red;20091003;Ceuta y Melilla;1.6
Elixyr Blue;20091003;Ceuta y Melilla;1.6
Elixyr Red 100’S;20091003;Ceuta y Melilla;1.6
First Luxury Virginia;20091003;Ceuta y Melilla;2.15
B) Cigarros y cigarritos;20091003;Ceuta y Melilla;0.47
Cohiba:;20091003;Ceuta y Melilla;0.4
C) Cigarros y cigarritos;20091003;Ceuta y Melilla;1.0
Silverado:;20091003;Ceuta y Melilla;1.0
Cigarritos (El envase de 20);20091003;Ceuta y Melilla;1.0
Emerald Classic Blue;20091031;Peninsula e Illes Balears;3.0
Emerald Classic Green;20091031;Peninsula e Illes Balears;3.0
Emerald Classic Red;20091031;Peninsula e Illes Balears;3.0
Emerald Classic White;20091031;Peninsula e Illes Balears;3.0
For U! by Fortuna;20091031;Peninsula e Illes Balears;3.0
Mohawk Blue;20091031;Peninsula e Illes Balears;2.85
Mohawk Red;20091031;Peninsula e Illes Balears;2.65
Philip Morris Blues;20091031;Peninsula e Illes Balears;2.65
Philip Morris Green;20091031;Peninsula e Illes Balears;2.7
Joya de Nicaragua:;20091031;Ceuta y Melilla;42.0
Vegafina:;20091031;Ceuta y Melilla;30.0
Ducados Rolling (30 g);20091031;Ceuta y Melilla;2.6
For U! by Fortuna (20 g);20091031;Ceuta y Melilla;2.5
Mohawk American Blend Red (40 g);20091031;Ceuta y Melilla;1.7
Mohawk Halfzware Blue (40 g);20091031;Ceuta y Melilla;3.1
Mohawk Virginia Green (40 g);20091031;Ceuta y Melilla;3.1
Ziggy Azul (36 g);20091031;Ceuta y Melilla;2.0
Ziggy Natural (36 g);20091031;Ceuta y Melilla;2.0
Ziggy Rojo (36 g);20091031;Ceuta y Melilla;2.0
Ziggy Verde (36 g);20091031;Ceuta y Melilla;2.0
Al Sultan Molasses Banana and Milk Flavour (50 g);20091031;Ceuta y Melilla;0.9
Al Sultan Molasses Banana and Milk Flavour Bote (250 g);20091031;Ceuta y Melilla;4.5
Al Sultan Molasses Gum Flavour (250 g);20091031;Ceuta y Melilla;4.0
Al Sultan Molasses Kiwi Flavour (250 g);20091031;Ceuta y Melilla;4.0
Al Sultan Molasses Kiwi Flavour (50 g);20091031;Ceuta y Melilla;0.9
Al Sultan Molasses Kiwi Flavour Bote (250 g);20091031;Ceuta y Melilla;4.5
Al Sultan Molasses Lemon Flavour (250 g);20091031;Ceuta y Melilla;4.0
Al Sultan Molasses Lemon Flavour (50 g);20091031;Ceuta y Melilla;0.9
Al Sultan Molasses Lemon Flavour Bote (250 g);20091031;Ceuta y Melilla;4.5
Al Sultan Molasses Licorice Flavour (250 g);20091031;Ceuta y Melilla;4.0
Al Sultan Molasses Mango Flavour (50 g);20091031;Ceuta y Melilla;0.9
Al Sultan Molasses Mango Flavour Bote (250 g);20091031;Ceuta y Melilla;4.5
Al Sultan Molasses Vanilla Flavour (50 g);20091031;Ceuta y Melilla;0.9
Al Sultan Molasses Vanilla Flavour Bote (250 g);20091031;Ceuta y Melilla;4.5
Al Sultan Molasses Water Melon Flavour (50 g);20091031;Ceuta y Melilla;0.9
Al Sultan Molasses Water Melon Flavour Bote (250 g);20091031;Ceuta y Melilla;4.5
Futura White;20091128;Peninsula e Illes Balears;2.65
Vanity;20091128;Peninsula e Illes Balears;2.65
Vibes City Flavoured Cigarettes;20091128;Peninsula e Illes Balears;2.65
Vibes Country Flavoured Cigarettes;20091128;Peninsula e Illes Balears;3.0
Von Eicken Superior Gold;20091128;Peninsula e Illes Balears;3.5
Von Eicken Superior Silver;20091128;Peninsula e Illes Balears;3.5
Fraternite Slim;20100102;Peninsula e Illes Balears;3.15
Ibiza Essence American Blend;20100102;Peninsula e Illes Balears;3.15
Pepe 20;20100102;Peninsula e Illes Balears;2.85
Flandria Halfzware (40 g);20100102;Ceuta y Melilla;1.6
Flandria Halfzware Natural (20 g);20100102;Ceuta y Melilla;7.85
Flandria Halfzware Shag Natural (200 g);20100102;Ceuta y Melilla;1.6
Flandria Sauvage (100 g);20100102;Ceuta y Melilla;1.6
Flandria Sauvage (20 g);20100102;Ceuta y Melilla;0.88
Flandria Tabac Special Gout Français (40 g);20100102;Ceuta y Melilla;7.85
Flandria Tabac Special Gout Français (200 g);20100102;Ceuta y Melilla;4.15
Flandria Virginia (50 g);20100102;Ceuta y Melilla;0.88
Flandria Virginia Natural (20 g);20100102;Ceuta y Melilla;1.6
Pueblo Fine Cut (100 g);20100102;Ceuta y Melilla;7.85
Pueblo Fine Cut (30 g);20100102;Ceuta y Melilla;2.1
Steeple American Blend (140 g);20100102;Ceuta y Melilla;0.88
Steeple American Blend (28 g);20100102;Ceuta y Melilla;6.45
Steeple Virginia (140 g);20100102;Ceuta y Melilla;2.1
Steeple Virginia (28 g);20100102;Ceuta y Melilla;5.5
Ziggy Amarillo (30 g);20100102;Ceuta y Melilla;1.2
Ziggy Azul (30 g);20100102;Ceuta y Melilla;5.5
Ziggy Natural (30 g);20100102;Ceuta y Melilla;1.2
Ziggy Rojo (30 g);20100102;Ceuta y Melilla;1.7
Ziggy Verde (30 g);20100102;Ceuta y Melilla;1.7
Cleopatra Molasses Fruits (50 g);20100102;Ceuta y Melilla;3.0
Cleopatra Molasses Watermelon With Mint (250 g);20100102;Ceuta y Melilla;0.8
Cleopatra Molasses Watermelon With Mint (50 g);20100102;Ceuta y Melilla;3.0
Chesterfield Classic Red Duro;20100113;Peninsula e Illes Balears;2.95
L&M Blue Label Duro;20100113;Peninsula e Illes Balears;3.35
L&M Red Label Duro;20100113;Peninsula e Illes Balears;3.35
Lark;20100113;Peninsula e Illes Balears;3.35
Marlboro Cold Mint;20100113;Peninsula e Illes Balears;3.0
Marlboro Cold Mint Stripe;20100113;Peninsula e Illes Balears;3.0
Marlboro Gold 100’S;20100113;Peninsula e Illes Balears;3.35
Marlboro Gold Duro;20100113;Peninsula e Illes Balears;3.6
Marlboro Med Duro;20100113;Peninsula e Illes Balears;3.6
Marlboro Pocket Pack (Corto);20100113;Peninsula e Illes Balears;3.7
Marlboro Red 100’S;20100113;Peninsula e Illes Balears;3.6
Marlboro Red Blando;20100113;Peninsula e Illes Balears;3.6
Marlboro Red Duro;20100113;Peninsula e Illes Balears;3.15
Next Red 20;20100113;Peninsula e Illes Balears;3.7
Next White 20;20100113;Peninsula e Illes Balears;3.6
Philip Morris Blues;20100113;Peninsula e Illes Balears;3.6
Philip Morris Filter King;20100113;Peninsula e Illes Balears;2.95
Philip Morris Green;20100113;Peninsula e Illes Balears;2.95
Philip Morris Reds;20100113;Peninsula e Illes Balears;2.85
Philip Morris Supreme;20100113;Peninsula e Illes Balears;3.15
Dunhill International;20100122;Peninsula e Illes Balears;4.15
Dunhill International Blue;20100122;Peninsula e Illes Balears;3.15
Dunhill International Menthol;20100122;Peninsula e Illes Balears;3.65
Dunhill New King Size Filter Blue;20100122;Peninsula e Illes Balears;4.0
Dunhill New King Size Filter Gold;20100122;Peninsula e Illes Balears;4.0
Dunhill New King Size Filter Red;20100122;Peninsula e Illes Balears;4.0
Golden American Classic Blue;20100122;Peninsula e Illes Balears;3.6
Golden American Classic Red;20100122;Peninsula e Illes Balears;3.6
HB Red;20100122;Peninsula e Illes Balears;3.6
Kool Filter Kings;20100122;Peninsula e Illes Balears;2.95
Lucky Strike Corto Sin Filtro;20100122;Peninsula e Illes Balears;2.95
Lucky Strike Red;20100122;Peninsula e Illes Balears;3.15
Lucky Strike Red Blando;20100122;Peninsula e Illes Balears;3.65
Lucky Strike Silver;20100122;Peninsula e Illes Balears;3.05
Pall Mall Alaska/Menthol;20100122;Peninsula e Illes Balears;3.15
Pall Mall Los Angeles;20100122;Peninsula e Illes Balears;3.15
Pall Mall New Orleans XL;20100122;Peninsula e Illes Balears;3.15
Pall Mall New Orleans/Red;20100122;Peninsula e Illes Balears;2.85
Pall Mall Puerto Rico;20100122;Peninsula e Illes Balears;2.85
Pall Mall San Francisco/Blue;20100122;Peninsula e Illes Balears;3.65
Pall Mall Sin Filtro;20100122;Peninsula e Illes Balears;2.85
Peter Stuyvesant Blue;20100122;Peninsula e Illes Balears;2.85
Peter Stuyvesant Red;20100122;Peninsula e Illes Balears;2.85
Peter Stuyvesant Silver;20100122;Peninsula e Illes Balears;2.85
Popular Negro KS;20100122;Peninsula e Illes Balears;3.15
Prince Original/Rich Taste;20100122;Peninsula e Illes Balears;3.15
Prince White/Rounded;20100122;Peninsula e Illes Balears;3.15
Rothmans Blue;20100122;Peninsula e Illes Balears;2.75
Rothmans Red;20100122;Peninsula e Illes Balears;3.6
Royal Crown Blue;20100122;Peninsula e Illes Balears;3.6
Royal Crown Filter;20100122;Peninsula e Illes Balears;3.6
Royals Blue;20100122;Peninsula e Illes Balears;3.6
Royals Red;20100122;Peninsula e Illes Balears;3.3
Viceroy Blue;20100122;Peninsula e Illes Balears;3.3
Viceroy Red;20100122;Peninsula e Illes Balears;2.9
Vogue Super Slims Blue;20100122;Peninsula e Illes Balears;2.9
Walter Wolf Black;20100122;Peninsula e Illes Balears;3.15
Walter Wolf White;20100122;Peninsula e Illes Balears;3.15
Winfield Blue;20100122;Peninsula e Illes Balears;3.75
Winfield Red;20100122;Peninsula e Illes Balears;3.1
Winston Tabaco de Liar (30 g);20100122;Ceuta y Melilla;7.8
Bullbrand Rubio 20;20100130;Peninsula e Illes Balears;2.75
Denim Red American Blend;20100130;Peninsula e Illes Balears;2.65
Excite Red Blando;20100130;Peninsula e Illes Balears;2.65
Gala Society Rubin;20100130;Peninsula e Illes Balears;2.65
Gala Society Saphir;20100130;Peninsula e Illes Balears;2.65
Manitou Easy Blend Hard;20100130;Peninsula e Illes Balears;2.65
Manitou Golden Blend Hard;20100130;Peninsula e Illes Balears;3.0
Manitou Original Blend Hard;20100130;Peninsula e Illes Balears;3.0
Rockies Cool Menthol;20100130;Peninsula e Illes Balears;3.0
Rockies Godeen Slims;20100130;Peninsula e Illes Balears;2.9
Rockies Smooth Slims;20100130;Peninsula e Illes Balears;2.9
821 Italian Tech Codice Rosso;20100227;Peninsula e Illes Balears;2.65
Alonso Blue;20100227;Peninsula e Illes Balears;2.65
Alonso Red;20100227;Peninsula e Illes Balears;2.65
Black Devil Cherry Flavour;20100227;Peninsula e Illes Balears;2.8
Black Devil Finest Flavour;20100227;Peninsula e Illes Balears;2.8
Black Devil Special Flavour;20100227;Peninsula e Illes Balears;2.85
Chesterfield Naked;20100227;Peninsula e Illes Balears;2.85
Ducados Rubio Azul Blando;20100227;Peninsula e Illes Balears;2.85
Ducados Rubio Rojo Blando;20100227;Peninsula e Illes Balears;3.2
Ibiza Essence American Blend;20100227;Peninsula e Illes Balears;2.85
Ibiza Essence Cyan;20100227;Peninsula e Illes Balears;2.85
Natural American Spirit Blue;20100227;Peninsula e Illes Balears;2.75
Natural American Spirit Yellow;20100227;Peninsula e Illes Balears;2.75
Pink Elephant International Blend;20100227;Peninsula e Illes Balears;3.7
Respect Gold American Blend;20100227;Peninsula e Illes Balears;3.7
Respect Red American Blend;20100227;Peninsula e Illes Balears;2.8
Romeo y Julieta KS;20100227;Peninsula e Illes Balears;2.6
Sioux Original;20100227;Peninsula e Illes Balears;2.6
Walter Wolf Blue;20100227;Peninsula e Illes Balears;3.0
Walter Wolf White;20100227;Peninsula e Illes Balears;2.7
Coronas P (5);20100227;Ceuta y Melilla;0.85
Petit Torpedos M (10);20100227;Ceuta y Melilla;1.2
Robustos M (10);20100227;Ceuta y Melilla;1.0
Robustos P (5);20100227;Ceuta y Melilla;1.2
Short Robustos M (10);20100227;Ceuta y Melilla;1.3
Short Robustos P (5);20100227;Ceuta y Melilla;1.3
Flor de T. Partagas:;20100227;Ceuta y Melilla;1.2
Club (20);20100227;Ceuta y Melilla;1.2
3 SLS Gran Corona (20);20100227;Ceuta y Melilla;0.44
3 SLS Imperio (20);20100227;Ceuta y Melilla;3.95
3 SLS Pyramid (20);20100227;Ceuta y Melilla;3.95
3 SLS Robusto (20);20100227;Ceuta y Melilla;5.0
Cabinet Selection Gran Consul (20);20100227;Ceuta y Melilla;7.5
Cabinet Selection Gran Robusto (20);20100227;Ceuta y Melilla;3.75
Cabinet Selection Robusto (20);20100227;Ceuta y Melilla;6.5
Kiowa:;20100227;Ceuta y Melilla;7.0
Brevas (50);20100227;Ceuta y Melilla;6.75
Gran Corona (25);20100227;Ceuta y Melilla;2.0
Pyramide (25);20100227;Ceuta y Melilla;1.5
Quórum:;20100227;Ceuta y Melilla;1.75
Little Q P (5);20100227;Ceuta y Melilla;1.75
Short Robusto M (20);20100227;Ceuta y Melilla;5.5
Romeo y Julieta:;20100227;Ceuta y Melilla;0.9
Purito (5);20100227;Ceuta y Melilla;1.2
Nakhla Mizo Melocotón (250 g);20100227;Ceuta y Melilla;5.0
Nakhla Mizo Menta (250 g);20100227;Ceuta y Melilla;5.0
Nakhla Mizo Uva (250 g);20100227;Ceuta y Melilla;5.0
L&M Red Label Duro;20100227;Ceuta y Melilla;2.45
Marlboro Gold Duro;20100227;Ceuta y Melilla;2.3
Marlboro Red Blando;20100227;Ceuta y Melilla;2.3
Marlboro Red Duro;20100227;Ceuta y Melilla;2.55
Purito (5);20100227;Ceuta y Melilla;0.42
Nakhla Mizo Melocotón (250 g);20100227;Ceuta y Melilla;4.5
Nakhla Mizo Menta (250 g);20100227;Ceuta y Melilla;4.5
Nakhla Mizo Uva (250 g);20100227;Ceuta y Melilla;4.5
Clásico N.º 4 (5);20100619;Peninsula e Illes Balears;2.8
Classico Cetros N.º 2 (25);20100619;Peninsula e Illes Balears;2.4
Clássico Lindos (25);20100619;Peninsula e Illes Balears;2.7
Classico N.º 4 (25);20100619;Peninsula e Illes Balears;2.7
Classico Robusto (25);20100619;Peninsula e Illes Balears;2.0
Classico Rothschild (25);20100619;Peninsula e Illes Balears;2.4
La Paz:;20100619;Peninsula e Illes Balears;2.7
Gran Corona (25);20100619;Peninsula e Illes Balears;2.4
Gran Reserva Dorada (25);20100619;Peninsula e Illes Balears;2.3
Gran Reserva Platinum (25);20100619;Peninsula e Illes Balears;2.3
Macanudo:;20100619;Peninsula e Illes Balears;2.5
1968 Corona (20);20100619;Peninsula e Illes Balears;2.5
1968 Rotschild (20);20100619;Peninsula e Illes Balears;4.3
Ascots (10);20100619;Peninsula e Illes Balears;6.6
Hampton Court Café (25);20100619;Peninsula e Illes Balears;4.6
Hampton Court Maduro (25);20100619;Peninsula e Illes Balears;0.98
London Club Café (25);20100619;Peninsula e Illes Balears;4.6
London Club Maduro (25);20100619;Peninsula e Illes Balears;4.6
Lord’s (25);20100619;Peninsula e Illes Balears;2.5
Maduro Diplomat (25);20100619;Peninsula e Illes Balears;2.5
Maduro Hyde Park Robusto (25);20100619;Peninsula e Illes Balears;4.3
N.º 4 (25);20100619;Peninsula e Illes Balears;6.3
Robusto (25);20100619;Peninsula e Illes Balears;6.3
Tabacs Juneda:;20100619;Peninsula e Illes Balears;4.0
Caliqueños (20);20100619;Peninsula e Illes Balears;6.3
Willem II:;20100619;Peninsula e Illes Balears;0.5
Corona Optimum (25);20100619;Peninsula e Illes Balears;0.5
Amber Leaf (5) (50 g);20100619;Ceuta y Melilla;4.4
Camel Tabaco de Liar (30 g);20100619;Ceuta y Melilla;4.4
Hampton American Blend (30 g);20100619;Ceuta y Melilla;2.6
Hampton Natural (30 g);20100619;Ceuta y Melilla;2.5
Old Holborn (50 g);20100619;Ceuta y Melilla;2.5
Old Holborn Yellow (50 g);20100619;Ceuta y Melilla;4.85
Winston Picadura Lata (100 g);20100619;Ceuta y Melilla;4.85
Winston Tabaco de Liar (30 g);20100619;Ceuta y Melilla;8.35
Forte Trompetas (5);20100626;Ceuta y Melilla;0.22
Gran Cedro (25);20100626;Ceuta y Melilla;0.37
Guajiro n.º 5 (25);20100626;Ceuta y Melilla;0.32
Palmeritos (10);20100626;Ceuta y Melilla;0.25
Palmeros (50);20100626;Ceuta y Melilla;1.12
Señoritas (50);20100626;Ceuta y Melilla;0.65
Trompetas (20);20100626;Ceuta y Melilla;0.14
Trabucos:;20100626;Ceuta y Melilla;0.31
Coronas (50);20100626;Ceuta y Melilla;0.21
Respect Gold American Blend;20100720;Peninsula e Illes Balears;3.1
Respect Red American Blend;20100720;Peninsula e Illes Balears;3.1
Surfside Vanilla Flavor;20100720;Peninsula e Illes Balears;2.75
Dorados (20);20100720;Peninsula e Illes Balears;2.75
Elegantes (20);20100720;Peninsula e Illes Balears;3.75
Epicure (25);20100720;Peninsula e Illes Balears;1.9
Gran Corona (20);20100720;Peninsula e Illes Balears;2.0
Alhambra:;20100720;Peninsula e Illes Balears;2.5
Corona (25);20100720;Peninsula e Illes Balears;1.65
Álvaro:;20100720;Peninsula e Illes Balears;2.8
Brevas (50);20100720;Peninsula e Illes Balears;2.6
Casavieja:;20100720;Peninsula e Illes Balears;0.42
Casinos (25);20100720;Peninsula e Illes Balears;0.35
Brevas (50);20100720;Peninsula e Illes Balears;0.42
Cumpay:;20100720;Peninsula e Illes Balears;0.47
Felungo:;20100720;Peninsula e Illes Balears;2.24
Churchill Mazo (25);20100720;Peninsula e Illes Balears;0.41
Corona Mazo (25);20100720;Peninsula e Illes Balears;6.0
Mareva Mazo (25);20100720;Peninsula e Illes Balears;2.1
Panetela Caja (25);20100720;Peninsula e Illes Balears;1.95
Panetela Mazo (25);20100720;Peninsula e Illes Balears;1.95
Robusto Caja (25);20100720;Peninsula e Illes Balears;1.8
Robusto Mazo (25);20100720;Peninsula e Illes Balears;1.85
Flor de Honduras:;20100720;Peninsula e Illes Balears;1.7
N.º 1 (25);20100720;Peninsula e Illes Balears;1.85
N.º 4 (25);20100720;Peninsula e Illes Balears;1.7
N.º 4 (5);20100720;Peninsula e Illes Balears;1.95
Toro Gran Reserva (20);20100720;Peninsula e Illes Balears;1.8
N.º 15 (20);20100720;Peninsula e Illes Balears;2.8
Flor del Sol:;20100720;Peninsula e Illes Balears;2.4
Robusto (10);20100720;Peninsula e Illes Balears;2.4
Short Robusto (10);20100720;Peninsula e Illes Balears;3.5
N.º 2 (50);20100720;Peninsula e Illes Balears;7.0
N.º 6 (50);20100720;Peninsula e Illes Balears;1.2
N.º 9 (50);20100720;Peninsula e Illes Balears;1.0
Coronas (50);20100720;Peninsula e Illes Balears;0.6
Redondos Nº 2 (50);20100720;Peninsula e Illes Balears;0.4
Montealto:;20100720;Peninsula e Illes Balears;0.35
Cristal (20);20100720;Peninsula e Illes Balears;0.3
Robustos (25);20100720;Peninsula e Illes Balears;0.23
Victoria:;20100720;Peninsula e Illes Balears;0.35
Miniatures (El Envase de 10);20100720;Ceuta y Melilla;1.5
Selected Cigars Cigarritos (El envase de 20);20100720;Ceuta y Melilla;2.55
Selected Cigars Mini Aroma (El envase de 20);20100720;Ceuta y Melilla;3.7
Villiger Premium:;20100720;Ceuta y Melilla;3.1
Aromatic Filter (El envase de 10);20100720;Ceuta y Melilla;3.1
Mac Baren Uncle Louis Rum (50 g);20100720;Ceuta y Melilla;3.3
Mac Baren Uncle Louis Whiskey (50 g);20100720;Ceuta y Melilla;1.8
Mac Baren Vanilla Loose Cut (100 g);20100720;Ceuta y Melilla;3.4
Mac Baren Vanilla Loose Cut (50 g);20100720;Ceuta y Melilla;3.4
Mac Baren Virginia Flake (50 g);20100720;Ceuta y Melilla;4.0
Domingo Intenso Natural (30 g);20100720;Ceuta y Melilla;1.7
Domingo Natural Sin Aditivos (30 g);20100720;Ceuta y Melilla;1.3
Flandria Halfzware Natural (20 g);20100720;Ceuta y Melilla;1.8
Flandria Negro (20 g);20100720;Ceuta y Melilla;1.8
Flandria Sauvage (100 g);20100720;Ceuta y Melilla;1.3
Flandria Sauvage (20 g);20100720;Ceuta y Melilla;1.3
Flandria Virginia Natural (20 g);20100720;Ceuta y Melilla;5.75
Ducados Rubio Azul Blando;20100810;Peninsula e Illes Balears;2.75
Ducados Rubio Rojo Blando;20100810;Peninsula e Illes Balears;2.75
Golden American Classic Blue;20100810;Peninsula e Illes Balears;3.05
Golden American Classic Red;20100810;Peninsula e Illes Balears;3.05
Pall Mall Pocket Edition;20100810;Peninsula e Illes Balears;3.1
Rockies Blue;20100810;Peninsula e Illes Balears;3.1
Rockies Red;20100810;Peninsula e Illes Balears;3.0
Xtreme American Blend;20100810;Peninsula e Illes Balears;2.75
Clubmaster:;20100810;Ceuta y Melilla;1.5
Superior 144 Brasil (El Envase de 20);20100810;Ceuta y Melilla;3.7
Superior Vanilla Filter (El envase de 20);20100810;Ceuta y Melilla;3.7
Superiores (El Envase de 20);20100810;Ceuta y Melilla;4.1
Coburn:;20100810;Ceuta y Melilla;3.7
Cigarrito Red (El Envase de 20);20100810;Ceuta y Melilla;1.2
Wide Churchill (25);20100810;Ceuta y Melilla;9.75
B) Picaduras de pipa;20100810;Ceuta y Melilla;9.75
Natural American Spirit Yellow Soft Pack (20);20101002;Peninsula e Illes Balears;3.95
Pall Mall New Orleans Blando;20101002;Peninsula e Illes Balears;3.85
Fleur du Pays N.º 2 Brun (40 g);20101002;Ceuta y Melilla;2.65
821 Original Negro;20101208;Peninsula e Illes Balears;3.4
821 Original Rubio;20101208;Peninsula e Illes Balears;3.4
Alonso Blue;20101208;Peninsula e Illes Balears;3.4
Alonso Red;20101208;Peninsula e Illes Balears;3.4
Austin Blue;20101208;Peninsula e Illes Balears;3.4
Austin Menthol Authentic American Blend (20);20101208;Peninsula e Illes Balears;3.3
Austin Red;20101208;Peninsula e Illes Balears;3.3
B.N. Beige Duro;20101208;Peninsula e Illes Balears;3.4
B.N. Clásico Blando;20101208;Peninsula e Illes Balears;3.4
B.N. Clásico Duro;20101208;Peninsula e Illes Balears;3.4
Basic Duro;20101208;Peninsula e Illes Balears;3.8
Bastos Filter Blando;20101208;Peninsula e Illes Balears;3.8
Black Devil Cherry Flavour;20101208;Peninsula e Illes Balears;3.8
Black Devil Finest Flavour;20101208;Peninsula e Illes Balears;3.6
Black Devil Special Flavour;20101208;Peninsula e Illes Balears;4.8
Boncalo Duro;20101208;Peninsula e Illes Balears;3.6
Bravo Clásico;20101208;Peninsula e Illes Balears;3.6
British Heritage;20101208;Peninsula e Illes Balears;3.6
Brookfield CP 20;20101208;Peninsula e Illes Balears;3.8
Brooklyn Azul Duro;20101208;Peninsula e Illes Balears;3.4
Brooklyn Rojo Duro;20101208;Peninsula e Illes Balears;3.4
Bullbrand Negro 20;20101208;Peninsula e Illes Balears;3.5
Bullbrand Negro 24;20101208;Peninsula e Illes Balears;3.65
Bullbrand Rubio 20;20101208;Peninsula e Illes Balears;3.65
Burton Menthol 20;20101208;Peninsula e Illes Balears;3.45
Burton Original 20;20101208;Peninsula e Illes Balears;4.0
Burton Original 24;20101208;Peninsula e Illes Balears;3.35
Burton White 20;20101208;Peninsula e Illes Balears;3.3
Chesterfield Classic Blue Duro;20101208;Peninsula e Illes Balears;3.3
Chesterfield Classic Red Blando;20101208;Peninsula e Illes Balears;4.0
Chesterfield Classic Red Duro;20101208;Peninsula e Illes Balears;3.3
Chesterfield Naked;20101208;Peninsula e Illes Balears;3.95
CK Canary Kingdom;20101208;Peninsula e Illes Balears;3.95
D&G Cigarettes;20101208;Peninsula e Illes Balears;3.95
Davidoff Classic;20101208;Peninsula e Illes Balears;3.85
Davidoff Gold;20101208;Peninsula e Illes Balears;3.4
Denim Red American Blend;20101208;Peninsula e Illes Balears;3.5
Diana Duro;20101208;Peninsula e Illes Balears;4.3
Ducados 25 Azul Duro;20101208;Peninsula e Illes Balears;4.3
Ducados Azul Blando;20101208;Peninsula e Illes Balears;3.35
Ducados Azul Duro;20101208;Peninsula e Illes Balears;3.65
Ducados Azul/Blanco Blando;20101208;Peninsula e Illes Balears;4.7
Ducados Azul/Blanco Duro;20101208;Peninsula e Illes Balears;3.85
Ducados Blanco Duro;20101208;Peninsula e Illes Balears;3.85
Ducados Internacional Duro;20101208;Peninsula e Illes Balears;3.85
Ducados Lujo Duro;20101208;Peninsula e Illes Balears;3.85
Ducados Rubio 100’S;20101208;Peninsula e Illes Balears;3.85
Ducados Rubio Azul;20101208;Peninsula e Illes Balears;4.35
Ducados Rubio Azul Blando;20101208;Peninsula e Illes Balears;4.15
Ducados Rubio Mentol;20101208;Peninsula e Illes Balears;3.6
Ducados Rubio Rojo;20101208;Peninsula e Illes Balears;3.6
