Nombre;Fecha;Area;Precio
Dunhill International;20110521;Peninsula e Illes Balears;4.0
Dunhill International Blue;20110521;Peninsula e Illes Balears;4.6
Dunhill International Menthol;20110521;Peninsula e Illes Balears;4.6
Golden American Classic Blue;20110521;Peninsula e Illes Balears;4.6
Golden American Classic Red;20110521;Peninsula e Illes Balears;3.3
HB Red;20110521;Peninsula e Illes Balears;3.3
Kensitas Club King Size;20110521;Peninsula e Illes Balears;3.7
Kool Filter Kings;20110521;Peninsula e Illes Balears;4.35
Lucky Strike Click & Roll;20110521;Peninsula e Illes Balears;4.25
Lucky Strike Corto Sin Filtro;20110521;Peninsula e Illes Balears;3.8
Lucky Strike Red;20110521;Peninsula e Illes Balears;3.6
Lucky Strike Red Blando;20110521;Peninsula e Illes Balears;3.7
Lucky Strike Silver;20110521;Peninsula e Illes Balears;3.55
Mayfair Fine;20110521;Peninsula e Illes Balears;3.7
Mayfair King Size;20110521;Peninsula e Illes Balears;3.85
Mayfair Menthol;20110521;Peninsula e Illes Balears;3.85
Mayfair Sky Blue;20110521;Peninsula e Illes Balears;3.85
Mayfair Superkings;20110521;Peninsula e Illes Balears;3.85
Pall Mall Alaska/Menthol;20110521;Peninsula e Illes Balears;3.85
Pall Mall Los Angeles;20110521;Peninsula e Illes Balears;3.4
Pall Mall New Orleans Blando;20110521;Peninsula e Illes Balears;3.4
Pall Mall New Orleans Largo 100’S;20110521;Peninsula e Illes Balears;3.35
Pall Mall New Orleans XL;20110521;Peninsula e Illes Balears;3.4
Pall Mall New Orleans/Red;20110521;Peninsula e Illes Balears;4.4
Pall Mall Pocket Edition;20110521;Peninsula e Illes Balears;3.4
Pall Mall Puerto Rico;20110521;Peninsula e Illes Balears;3.35
Pall Mall San Francisco/Blue;20110521;Peninsula e Illes Balears;3.4
Peter Stuyvesant Blue;20110521;Peninsula e Illes Balears;3.4
Peter Stuyvesant Red;20110521;Peninsula e Illes Balears;3.7
Peter Stuyvesant Silver;20110521;Peninsula e Illes Balears;3.7
Prince Original/Rich Taste;20110521;Peninsula e Illes Balears;3.7
Prince White/Rounded;20110521;Peninsula e Illes Balears;4.25
Ronson 25 S Red;20110521;Peninsula e Illes Balears;4.25
Ronson 25 S White;20110521;Peninsula e Illes Balears;4.55
Rothmans Blue;20110521;Peninsula e Illes Balears;4.55
Rothmans Red;20110521;Peninsula e Illes Balears;4.25
Royal Crown Blue;20110521;Peninsula e Illes Balears;4.25
Royal Crown Filter;20110521;Peninsula e Illes Balears;3.9
Royals Red;20110521;Peninsula e Illes Balears;3.9
Silk Cut Blue;20110521;Peninsula e Illes Balears;3.6
Silk Cut Purple;20110521;Peninsula e Illes Balears;4.35
Silk Cut Purple 100’S;20110521;Peninsula e Illes Balears;4.35
Silk Cut Silver;20110521;Peninsula e Illes Balears;4.35
Silk Cut White;20110521;Peninsula e Illes Balears;4.35
Sovereign King Size;20110521;Peninsula e Illes Balears;4.35
Sterling King Size;20110521;Peninsula e Illes Balears;3.7
Sterling Superking Blue;20110521;Peninsula e Illes Balears;3.7
Sterling Superkings;20110521;Peninsula e Illes Balears;3.7
Vogue Frisson Menthe;20110521;Peninsula e Illes Balears;3.7
Vogue Perle Bronze;20110521;Peninsula e Illes Balears;4.4
Vogue Super Slims Blue;20110521;Peninsula e Illes Balears;3.7
Winfield Blue;20110521;Peninsula e Illes Balears;4.4
Winfield Red;20110521;Peninsula e Illes Balears;5.25
HB Red;20110602;Peninsula e Illes Balears;4.5
Kool Filter Kings;20110602;Peninsula e Illes Balears;3.5
Lucky Strike Click & Roll;20110602;Peninsula e Illes Balears;4.0
Lucky Strike Corto Sin Filtro;20110602;Peninsula e Illes Balears;3.6
Lucky Strike Red;20110602;Peninsula e Illes Balears;3.5
Lucky Strike Red Blando;20110602;Peninsula e Illes Balears;3.5
Lucky Strike Silver;20110602;Peninsula e Illes Balears;3.4
Pall Mall Alaska/Menthol;20110602;Peninsula e Illes Balears;3.5
Pall Mall Los Angeles;20110602;Peninsula e Illes Balears;3.3
Pall Mall New Orleans Blando;20110602;Peninsula e Illes Balears;3.3
Pall Mall New Orleans Largo 100’S;20110602;Peninsula e Illes Balears;3.3
Pall Mall New Orleans XL;20110602;Peninsula e Illes Balears;3.3
Pall Mall New Orleans/Red;20110602;Peninsula e Illes Balears;4.3
Pall Mall Pocket Edition;20110602;Peninsula e Illes Balears;3.3
Pall Mall Puerto Rico;20110602;Peninsula e Illes Balears;3.3
Pall Mall San Francisco/Blue;20110602;Peninsula e Illes Balears;3.3
Peter Stuyvesant Blue;20110602;Peninsula e Illes Balears;3.3
Peter Stuyvesant Red;20110602;Peninsula e Illes Balears;3.5
Peter Stuyvesant Silver;20110602;Peninsula e Illes Balears;3.5
Prince Original/Rich Taste;20110602;Peninsula e Illes Balears;3.5
Prince White/Rounded;20110602;Peninsula e Illes Balears;4.0
Rothmans Blue;20110602;Peninsula e Illes Balears;4.0
Rothmans Red;20110602;Peninsula e Illes Balears;4.0
Royal Crown Blue;20110602;Peninsula e Illes Balears;4.0
Royal Crown Filter;20110602;Peninsula e Illes Balears;3.7
Royals Red;20110602;Peninsula e Illes Balears;3.7
Vogue Perle Bronze;20110602;Peninsula e Illes Balears;3.5
Winfield Blue;20110602;Peninsula e Illes Balears;3.5
Winfield Red;20110602;Peninsula e Illes Balears;5.05
Benson & Hedges London Red;20110603;Peninsula e Illes Balears;4.15
Benson & Hedges Silver;20110603;Peninsula e Illes Balears;4.15
Berkeley Blue;20110603;Peninsula e Illes Balears;3.4
Berkeley Menthol;20110603;Peninsula e Illes Balears;3.4
Berkeley Superkings;20110603;Peninsula e Illes Balears;4.0
Bisonte Blando;20110603;Peninsula e Illes Balears;4.05
Bisonte Duro;20110603;Peninsula e Illes Balears;4.05
Bullbrand Negro 20;20110603;Peninsula e Illes Balears;4.05
Camel Black;20110603;Peninsula e Illes Balears;3.4
Camel Blue 20;20110603;Peninsula e Illes Balears;3.4
Camel Essential Blue;20110603;Peninsula e Illes Balears;3.4
Camel Essential Filters;20110603;Peninsula e Illes Balears;3.55
Camel Filter Box 20;20110603;Peninsula e Illes Balears;3.7
Camel Non Filter Soft;20110603;Peninsula e Illes Balears;3.7
Camel Shorts;20110603;Peninsula e Illes Balears;3.7
Camel White;20110603;Peninsula e Illes Balears;3.7
Celtas Filtro Blando;20110603;Peninsula e Illes Balears;3.7
Condal Blando 100;20110603;Peninsula e Illes Balears;3.55
Coronas A.B. Blando 100;20110603;Peninsula e Illes Balears;3.55
Coronas A.B. Duro;20110603;Peninsula e Illes Balears;3.65
Coronas A.B. Duro 100;20110603;Peninsula e Illes Balears;3.6
Coronas A.B. Gold Duro;20110603;Peninsula e Illes Balears;3.4
Coronas A.B. Menthol Duro;20110603;Peninsula e Illes Balears;3.4
Coronas A.B. Silver Duro;20110603;Peninsula e Illes Balears;3.4
Coronas Clásico Blando;20110603;Peninsula e Illes Balears;3.4
Coronas Clásico Duro;20110603;Peninsula e Illes Balears;3.4
Coronas Negro Oro Duro;20110603;Peninsula e Illes Balears;3.4
Coronas Negro Plata Duro;20110603;Peninsula e Illes Balears;3.7
Coronas Reserva Duro;20110603;Peninsula e Illes Balears;3.7
Denim Red American Blend;20110603;Peninsula e Illes Balears;3.7
Dorchester Superkings;20110603;Peninsula e Illes Balears;3.7
Excite Red Duro 20;20110603;Peninsula e Illes Balears;3.95
Gold Coast Blue (Azul);20110603;Peninsula e Illes Balears;3.3
Gold Coast Filters (Rojo);20110603;Peninsula e Illes Balears;3.8
Gold Coast Menthol (Verde);20110603;Peninsula e Illes Balears;3.3
Gold Coast White (Blanco);20110603;Peninsula e Illes Balears;3.4
Kensitas Club King Size;20110603;Peninsula e Illes Balears;3.4
Mayfair Fine;20110603;Peninsula e Illes Balears;3.4
Mayfair King Size;20110603;Peninsula e Illes Balears;3.4
Mayfair Menthol;20110603;Peninsula e Illes Balears;4.15
Mayfair Sky Blue;20110603;Peninsula e Illes Balears;3.65
Mayfair Superkings;20110603;Peninsula e Illes Balears;3.65
More Filters Box;20110603;Peninsula e Illes Balears;3.65
More Menthol Box;20110603;Peninsula e Illes Balears;3.65
Piper Menthol Blando;20110603;Peninsula e Illes Balears;3.65
Reales Blando;20110603;Peninsula e Illes Balears;4.25
Rex FF Blando;20110603;Peninsula e Illes Balears;4.25
Rex Plata Duro;20110603;Peninsula e Illes Balears;3.4
Ronson 25 S Red;20110603;Peninsula e Illes Balears;3.5
Ronson 25 S White;20110603;Peninsula e Illes Balears;3.65
Salem Menthol;20110603;Peninsula e Illes Balears;3.65
Silk Cut Blue;20110603;Peninsula e Illes Balears;4.25
Silk Cut Purple;20110603;Peninsula e Illes Balears;4.25
Silk Cut Purple 100’S;20110603;Peninsula e Illes Balears;4.0
Silk Cut Silver;20110603;Peninsula e Illes Balears;4.15
Silk Cut White;20110603;Peninsula e Illes Balears;4.15
Sovereign King Size;20110603;Peninsula e Illes Balears;4.15
Sterling King Size;20110603;Peninsula e Illes Balears;4.15
Sterling Superking Blue;20110603;Peninsula e Illes Balears;4.15
Sterling Superkings;20110603;Peninsula e Illes Balears;3.5
Winston Blue;20110603;Peninsula e Illes Balears;3.5
Winston Classic 100;20110603;Peninsula e Illes Balears;3.5
Winston Classic Ks Box;20110603;Peninsula e Illes Balears;3.5
Winston Classic Red Ks Soft;20110603;Peninsula e Illes Balears;3.5
Winston Redvolution;20110603;Peninsula e Illes Balears;3.5
Winston Silver;20110603;Peninsula e Illes Balears;3.5
Old Holborn Yellow (50 g);20110603;Ceuta y Melilla;6.3
Black Jack Red C20;20110608;Peninsula e Illes Balears;3.3
Camel Filter Soft;20110608;Peninsula e Illes Balears;3.3
Chesterfield Classic Blue Duro;20110608;Peninsula e Illes Balears;3.7
Chesterfield Classic Red Blando;20110608;Peninsula e Illes Balears;3.5
Chesterfield Classic Red Duro;20110608;Peninsula e Illes Balears;3.5
Chesterfield Naked;20110608;Peninsula e Illes Balears;3.5
Euphoria Apple Flavor C20;20110608;Peninsula e Illes Balears;3.5
Euphoria Strawberry C20;20110608;Peninsula e Illes Balears;3.4
L&M Blue Label Blando;20110608;Peninsula e Illes Balears;3.4
L&M Blue Label Duro;20110608;Peninsula e Illes Balears;3.3
L&M Red Label Blando;20110608;Peninsula e Illes Balears;3.3
L&M Red Label Duro;20110608;Peninsula e Illes Balears;3.3
Marlboro Blue Fresh;20110608;Peninsula e Illes Balears;3.3
Marlboro Gold 100’S;20110608;Peninsula e Illes Balears;3.85
Marlboro Gold Duro;20110608;Peninsula e Illes Balears;4.0
Marlboro Gold Touch;20110608;Peninsula e Illes Balears;3.85
Marlboro Med Duro;20110608;Peninsula e Illes Balears;3.65
Marlboro Pocket Pack (corto);20110608;Peninsula e Illes Balears;3.85
Marlboro Red 100’S;20110608;Peninsula e Illes Balears;3.65
Marlboro Red Blando;20110608;Peninsula e Illes Balears;4.0
Marlboro Red Duro;20110608;Peninsula e Illes Balears;3.85
Next Red 20;20110608;Peninsula e Illes Balears;3.85
Next White 20;20110608;Peninsula e Illes Balears;3.3
Philip Morris Blues;20110608;Peninsula e Illes Balears;3.3
Philip Morris Filter King;20110608;Peninsula e Illes Balears;3.3
Philip Morris Green;20110608;Peninsula e Illes Balears;3.5
Philip Morris Reds;20110608;Peninsula e Illes Balears;3.3
Philip Morris Supreme;20110608;Peninsula e Illes Balears;3.3
Verso Blue C20;20110608;Peninsula e Illes Balears;3.5
Verso Menthol C20;20110608;Peninsula e Illes Balears;3.4
Verso Red C20;20110608;Peninsula e Illes Balears;3.4
Verso Virginia C20;20110608;Peninsula e Illes Balears;3.4
Vip Valuable Innovative And Pleasant Gold C20;20110608;Peninsula e Illes Balears;3.4
Vip Valuable Innovative And Pleasant Green C20;20110608;Peninsula e Illes Balears;3.5
Vip Valuable Innovative And Pleasant Silver C20;20110608;Peninsula e Illes Balears;3.5
Vip Valuable Innovative And Pleasant Strawberry C20;20110608;Peninsula e Illes Balears;3.5
Auténticos 446 C25 (25);20110608;Ceuta y Melilla;1.9
Auténticos Argento Pekes C25 (25);20110608;Ceuta y Melilla;2.3
Boncalo Duro;20110610;Peninsula e Illes Balears;3.55
Davidoff Classic;20110610;Peninsula e Illes Balears;3.55
Davidoff Gold;20110610;Peninsula e Illes Balears;3.55
Diana Duro;20110610;Peninsula e Illes Balears;3.55
Ducados 25 Azul Duro;20110610;Peninsula e Illes Balears;3.85
Ducados Azul Blando;20110610;Peninsula e Illes Balears;3.85
Ducados Azul Duro;20110610;Peninsula e Illes Balears;3.3
Ducados Azul/Blanco Blando;20110610;Peninsula e Illes Balears;4.45
Ducados Azul/Blanco Duro;20110610;Peninsula e Illes Balears;3.6
Ducados Blanco Duro;20110610;Peninsula e Illes Balears;3.6
Ducados Internacional Duro;20110610;Peninsula e Illes Balears;3.6
Ducados Lujo Duro;20110610;Peninsula e Illes Balears;3.6
Ducados Rubio 100’S;20110610;Peninsula e Illes Balears;3.6
Ducados Rubio Azul;20110610;Peninsula e Illes Balears;4.1
Ducados Rubio Azul Blando;20110610;Peninsula e Illes Balears;3.9
Ducados Rubio Mentol;20110610;Peninsula e Illes Balears;3.3
Ducados Rubio Pocket;20110610;Peninsula e Illes Balears;3.3
Ducados Rubio Rojo;20110610;Peninsula e Illes Balears;3.3
Ducados Rubio Rojo 24;20110610;Peninsula e Illes Balears;3.3
Ducados Rubio Rojo 25;20110610;Peninsula e Illes Balears;3.3
Ducados Rubio Rojo Blando;20110610;Peninsula e Illes Balears;3.3
Embassy N.º 1;20110610;Peninsula e Illes Balears;3.9
Fine 120 Azul Duro;20110610;Peninsula e Illes Balears;4.1
Fine 120 Menthol Duro;20110610;Peninsula e Illes Balears;3.3
Fine 120 Rojo Blend Duro;20110610;Peninsula e Illes Balears;4.0
Fortuna 24 Azul Duro;20110610;Peninsula e Illes Balears;4.05
Fortuna 24 Rojo Duro;20110610;Peninsula e Illes Balears;4.05
Fortuna Pocket;20110610;Peninsula e Illes Balears;4.05
Gauloises Brunes;20110610;Peninsula e Illes Balears;4.0
Gauloises Rubio Amarillo;20110610;Peninsula e Illes Balears;4.0
Gauloises Rubio Azul;20110610;Peninsula e Illes Balears;3.3
Gauloises Rubio Rojo;20110610;Peninsula e Illes Balears;3.3
Gitanes Cortos Con Filtro Duro;20110610;Peninsula e Illes Balears;3.3
Gitanes Cortos Sin Filtro Duro;20110610;Peninsula e Illes Balears;3.3
Gold Leaf Ks;20110610;Peninsula e Illes Balears;3.3
Habanos Blando;20110610;Peninsula e Illes Balears;4.05
Habanos Duro;20110610;Peninsula e Illes Balears;4.05
John Player King Size Blue;20110610;Peninsula e Illes Balears;3.8
JPS American Blend Red;20110610;Peninsula e Illes Balears;3.85
JPS American Blend Red 100’S;20110610;Peninsula e Illes Balears;3.85
JPS American Blend Red Blando;20110610;Peninsula e Illes Balears;3.85
JPS American Blend Silver;20110610;Peninsula e Illes Balears;3.3
JPS American Blend White;20110610;Peninsula e Illes Balears;3.3
JPS Black;20110610;Peninsula e Illes Balears;3.3
JPS Black 100s;20110610;Peninsula e Illes Balears;3.3
JPS Green Menthol;20110610;Peninsula e Illes Balears;3.3
JPS Virginia Blue;20110610;Peninsula e Illes Balears;3.4
Lambert & Butler Gold;20110610;Peninsula e Illes Balears;3.4
Lambert & Butler KS;20110610;Peninsula e Illes Balears;3.3
Lambert & Butler Menthol;20110610;Peninsula e Illes Balears;3.4
News Azul Duro;20110610;Peninsula e Illes Balears;3.85
News Rojo 30 Duro;20110610;Peninsula e Illes Balears;3.85
News Rojo Duro;20110610;Peninsula e Illes Balears;3.85
Partagás Duro;20110610;Peninsula e Illes Balears;3.3
R1 Azul;20110610;Peninsula e Illes Balears;4.9
R1 Rojo;20110610;Peninsula e Illes Balears;3.3
R1 Slim Line;20110610;Peninsula e Illes Balears;3.85
Regal Ks;20110610;Peninsula e Illes Balears;3.8
Richmond Gold;20110610;Peninsula e Illes Balears;3.8
Richmond King Size;20110610;Peninsula e Illes Balears;3.8
Richmond Superkings;20110610;Peninsula e Illes Balears;4.0
Richmond Superkings Menthol;20110610;Peninsula e Illes Balears;3.5
Richmond Superkings White;20110610;Peninsula e Illes Balears;3.5
Sombra Blando;20110610;Peninsula e Illes Balears;3.5
Superkings;20110610;Peninsula e Illes Balears;3.5
Superkings Blue;20110610;Peninsula e Illes Balears;3.5
Superkings Menthol;20110610;Peninsula e Illes Balears;3.55
West Blue;20110610;Peninsula e Illes Balears;3.9
West Ice;20110610;Peninsula e Illes Balears;3.9
West Red;20110610;Peninsula e Illes Balears;3.9
West Silver;20110610;Peninsula e Illes Balears;3.3
Windsor Blue King Size;20110610;Peninsula e Illes Balears;3.3
Windsor Blue Superkings;20110610;Peninsula e Illes Balears;3.3
Café Crème Finos Italian Macchiato (El envase de 20);20110610;Ceuta y Melilla;1.5
Dunhill International Blue;20110614;Peninsula e Illes Balears;3.5
Dunhill International Menthol;20110614;Peninsula e Illes Balears;4.0
HB Red;20110614;Peninsula e Illes Balears;4.5
Kool Filter Kings;20110614;Peninsula e Illes Balears;4.5
Lucky Strike Click & Roll;20110614;Peninsula e Illes Balears;4.5
Lucky Strike Pocket;20110614;Peninsula e Illes Balears;3.4
Pall Mall New Orleans 70’s;20110614;Peninsula e Illes Balears;3.85
Pall Mall New Orleans XL;20110614;Peninsula e Illes Balears;3.5
Peter Stuyvesant Blue;20110614;Peninsula e Illes Balears;3.3
Peter Stuyvesant Red;20110614;Peninsula e Illes Balears;3.3
Peter Stuyvesant Silver;20110614;Peninsula e Illes Balears;4.25
Popular Negro KS;20110614;Peninsula e Illes Balears;3.4
Prince Original/Rich Taste;20110614;Peninsula e Illes Balears;3.4
Prince White/Rounded;20110614;Peninsula e Illes Balears;3.4
Rothmans Blue;20110614;Peninsula e Illes Balears;3.4
Rothmans Red;20110614;Peninsula e Illes Balears;3.85
Royal Crown Blue;20110614;Peninsula e Illes Balears;3.85
Royal Crown Filter;20110614;Peninsula e Illes Balears;3.85
Royals Red;20110614;Peninsula e Illes Balears;3.85
Vogue Frisson Menthe;20110614;Peninsula e Illes Balears;3.5
Vogue Super Slims Blue;20110614;Peninsula e Illes Balears;3.5
Winfield Blue;20110614;Peninsula e Illes Balears;3.4
Winfield Red;20110614;Peninsula e Illes Balears;4.0
Benson & Hedges London Red;20110616;Peninsula e Illes Balears;4.0
Benson & Hedges Silver;20110616;Peninsula e Illes Balears;4.0
Berkeley Blue;20110616;Peninsula e Illes Balears;3.3
Berkeley Menthol;20110616;Peninsula e Illes Balears;3.3
Berkeley Superkings;20110616;Peninsula e Illes Balears;3.85
Camel Black;20110616;Peninsula e Illes Balears;3.9
Camel Blue 20;20110616;Peninsula e Illes Balears;3.9
Camel Essential Blue;20110616;Peninsula e Illes Balears;3.9
Camel Essential Filters;20110616;Peninsula e Illes Balears;3.4
Camel Filter Box 20;20110616;Peninsula e Illes Balears;3.6
Camel Filter Soft;20110616;Peninsula e Illes Balears;3.6
Camel Non Filter Soft;20110616;Peninsula e Illes Balears;3.6
Camel Shorts;20110616;Peninsula e Illes Balears;3.6
Camel White;20110616;Peninsula e Illes Balears;3.6
Celtas Filtro Blando;20110616;Peninsula e Illes Balears;3.6
Condal Blando 100;20110616;Peninsula e Illes Balears;3.4
Coronas A.B. Blando 100;20110616;Peninsula e Illes Balears;3.4
Coronas A.B. Duro;20110616;Peninsula e Illes Balears;3.55
Coronas A.B. Duro 100;20110616;Peninsula e Illes Balears;3.5
Coronas A.B. Gold Duro;20110616;Peninsula e Illes Balears;3.3
Coronas A.B. Menthol Duro;20110616;Peninsula e Illes Balears;3.3
Coronas A.B. Silver Duro;20110616;Peninsula e Illes Balears;3.3
Coronas Clásico Blando;20110616;Peninsula e Illes Balears;3.3
Coronas Clásico Duro;20110616;Peninsula e Illes Balears;3.3
Coronas Negro Oro Duro;20110616;Peninsula e Illes Balears;3.3
Coronas Negro Plata Duro;20110616;Peninsula e Illes Balears;3.6
Coronas Reserva Duro;20110616;Peninsula e Illes Balears;3.6
Dorchester Superkings;20110616;Peninsula e Illes Balears;3.6
Gold Coast Blue (Azul);20110616;Peninsula e Illes Balears;3.6
Gold Coast Filters (Rojo);20110616;Peninsula e Illes Balears;3.85
Gold Coast Menthol (Verde);20110616;Peninsula e Illes Balears;3.65
Gold Coast White (Blanco);20110616;Peninsula e Illes Balears;3.3
Kensitas Club King Size;20110616;Peninsula e Illes Balears;3.3
Mayfair Fine;20110616;Peninsula e Illes Balears;3.3
Mayfair King Size;20110616;Peninsula e Illes Balears;3.3
Mayfair Menthol;20110616;Peninsula e Illes Balears;4.0
Mayfair Sky Blue;20110616;Peninsula e Illes Balears;3.5
Mayfair Superkings;20110616;Peninsula e Illes Balears;3.5
More Filters Box;20110616;Peninsula e Illes Balears;3.5
More Menthol Box;20110616;Peninsula e Illes Balears;3.5
Reales Blando;20110616;Peninsula e Illes Balears;3.5
Rex FF Blando;20110616;Peninsula e Illes Balears;4.1
Rex Plata Duro;20110616;Peninsula e Illes Balears;4.1
Salem Menthol;20110616;Peninsula e Illes Balears;3.4
Silk Cut Blue;20110616;Peninsula e Illes Balears;3.55
Silk Cut Purple;20110616;Peninsula e Illes Balears;3.55
Silk Cut Purple 100’S;20110616;Peninsula e Illes Balears;3.85
Silk Cut Silver;20110616;Peninsula e Illes Balears;4.0
Silk Cut White;20110616;Peninsula e Illes Balears;4.0
Sovereign King Size;20110616;Peninsula e Illes Balears;4.0
Sterling King Size;20110616;Peninsula e Illes Balears;4.0
Sterling Superking Blue;20110616;Peninsula e Illes Balears;4.0
Sterling Superkings;20110616;Peninsula e Illes Balears;3.4
Winston Redvolution;20110616;Peninsula e Illes Balears;3.4
B.N. Clásico Duro;20110702;Peninsula e Illes Balears;3.75
Bastos Filter Blando;20110702;Peninsula e Illes Balears;3.75
Boncalo Duro;20110702;Peninsula e Illes Balears;3.75
Davidoff Classic;20110702;Peninsula e Illes Balears;4.4
Davidoff Gold;20110702;Peninsula e Illes Balears;3.75
Diana Duro;20110702;Peninsula e Illes Balears;4.15
Ducados 25 Azul Duro;20110702;Peninsula e Illes Balears;4.15
Ducados Azul Blando;20110702;Peninsula e Illes Balears;3.6
Ducados Azul Duro;20110702;Peninsula e Illes Balears;4.65
Ducados Azul/Blanco Blando;20110702;Peninsula e Illes Balears;3.8
Ducados Azul/Blanco Duro;20110702;Peninsula e Illes Balears;3.8
Ducados Blanco Duro;20110702;Peninsula e Illes Balears;3.8
Ducados Internacional Duro;20110702;Peninsula e Illes Balears;3.8
Ducados Lujo Duro;20110702;Peninsula e Illes Balears;3.8
Ducados Rubio 100’S;20110702;Peninsula e Illes Balears;4.3
Ducados Rubio Azul;20110702;Peninsula e Illes Balears;4.1
Ducados Rubio Azul Blando;20110702;Peninsula e Illes Balears;3.5
Ducados Rubio Mentol;20110702;Peninsula e Illes Balears;3.5
Ducados Rubio Rojo;20110702;Peninsula e Illes Balears;3.4
Ducados Rubio Rojo 24;20110702;Peninsula e Illes Balears;3.5
Ducados Rubio Rojo 25;20110702;Peninsula e Illes Balears;3.5
Ducados Rubio Rojo Blando;20110702;Peninsula e Illes Balears;4.0
Embassy N.º 1;20110702;Peninsula e Illes Balears;4.15
Fine 120 Azul Duro;20110702;Peninsula e Illes Balears;3.4
Fine 120 Menthol Duro;20110702;Peninsula e Illes Balears;4.25
Fine 120 Rojo Blend Duro;20110702;Peninsula e Illes Balears;4.35
For U! by Fortuna;20110702;Peninsula e Illes Balears;4.35
Fortuna 24 Azul Duro;20110702;Peninsula e Illes Balears;4.35
Fortuna 24 Rojo Duro;20110702;Peninsula e Illes Balears;3.6
Fortuna Azul Duro 20;20110702;Peninsula e Illes Balears;4.2
Fortuna Fresh;20110702;Peninsula e Illes Balears;4.2
Fortuna Menthol Duro;20110702;Peninsula e Illes Balears;3.8
Fortuna Plata Duro;20110702;Peninsula e Illes Balears;3.8
Fortuna Pocket;20110702;Peninsula e Illes Balears;3.8
Fortuna Red Line;20110702;Peninsula e Illes Balears;3.8
Fortuna Red Line Blando;20110702;Peninsula e Illes Balears;3.4
Fortuna Rojo Blando;20110702;Peninsula e Illes Balears;3.6
Fortuna Rojo Duro 20;20110702;Peninsula e Illes Balears;3.5
Fortuna XL Blando;20110702;Peninsula e Illes Balears;3.7
Fortuna XL Duro;20110702;Peninsula e Illes Balears;3.8
Gauloises Brunes;20110702;Peninsula e Illes Balears;3.7
Gauloises Rubio Amarillo;20110702;Peninsula e Illes Balears;3.8
Gauloises Rubio Azul;20110702;Peninsula e Illes Balears;3.65
Gauloises Rubio Rojo;20110702;Peninsula e Illes Balears;3.65
Gitanes Cortos Con Filtro Duro;20110702;Peninsula e Illes Balears;3.65
Gitanes Cortos Sin Filtro Duro;20110702;Peninsula e Illes Balears;3.65
Gold Leaf Ks;20110702;Peninsula e Illes Balears;4.25
Habanos Blando;20110702;Peninsula e Illes Balears;4.25
Habanos Duro;20110702;Peninsula e Illes Balears;4.05
John Player King Size Blue;20110702;Peninsula e Illes Balears;4.05
John Player King Size Gold;20110702;Peninsula e Illes Balears;4.05
JPS American Blend Red;20110702;Peninsula e Illes Balears;4.1
JPS American Blend Red 100’S;20110702;Peninsula e Illes Balears;4.1
JPS American Blend Red Blando;20110702;Peninsula e Illes Balears;3.5
JPS American Blend Silver;20110702;Peninsula e Illes Balears;3.5
JPS American Blend White;20110702;Peninsula e Illes Balears;3.4
JPS Black;20110702;Peninsula e Illes Balears;3.5
JPS Black 100s;20110702;Peninsula e Illes Balears;3.5
JPS Green Menthol;20110702;Peninsula e Illes Balears;3.6
JPS Virginia Blue;20110702;Peninsula e Illes Balears;3.6
Lambert & Butler Gold;20110702;Peninsula e Illes Balears;3.5
Lambert & Butler KS;20110702;Peninsula e Illes Balears;3.5
Lambert & Butler Menthol;20110702;Peninsula e Illes Balears;4.1
News Azul Duro;20110702;Peninsula e Illes Balears;4.1
News Rojo 30 Duro;20110702;Peninsula e Illes Balears;4.1
News Rojo Duro;20110702;Peninsula e Illes Balears;3.6
Nobel Blando;20110702;Peninsula e Illes Balears;5.25
Nobel Duro;20110702;Peninsula e Illes Balears;3.6
Nobel Plata;20110702;Peninsula e Illes Balears;3.7
Nobel Style;20110702;Peninsula e Illes Balears;3.8
Nobel Triple Filtro;20110702;Peninsula e Illes Balears;3.8
Partagás Duro;20110702;Peninsula e Illes Balears;3.5
R1 Azul;20110702;Peninsula e Illes Balears;3.8
R1 Rojo;20110702;Peninsula e Illes Balears;4.05
R1 Slim Line;20110702;Peninsula e Illes Balears;4.1
Regal Ks;20110702;Peninsula e Illes Balears;4.1
Richmond Gold;20110702;Peninsula e Illes Balears;4.1
Richmond King Size;20110702;Peninsula e Illes Balears;4.25
Richmond Superkings;20110702;Peninsula e Illes Balears;3.7
Richmond Superkings Menthol;20110702;Peninsula e Illes Balears;3.7
Richmond Superkings White;20110702;Peninsula e Illes Balears;3.7
Sombra Blando;20110702;Peninsula e Illes Balears;3.7
Superkings;20110702;Peninsula e Illes Balears;3.7
Superkings Blue;20110702;Peninsula e Illes Balears;3.75
Superkings Menthol;20110702;Peninsula e Illes Balears;4.15
West Blue;20110702;Peninsula e Illes Balears;4.15
West Ice;20110702;Peninsula e Illes Balears;4.15
West Red;20110702;Peninsula e Illes Balears;3.5
West Silver;20110702;Peninsula e Illes Balears;3.5
Windsor Blue King Size;20110702;Peninsula e Illes Balears;3.5
Windsor Blue Superkings;20110702;Peninsula e Illes Balears;3.5
Epicure (25);20110702;Ceuta y Melilla;1.0
Petit Julieta (25);20110702;Ceuta y Melilla;1.1
Mareva (25);20110702;Ceuta y Melilla;0.9
Perla (25);20110702;Ceuta y Melilla;0.42
Petit (25);20110702;Ceuta y Melilla;0.4
Petit Corona (25);20110702;Ceuta y Melilla;0.8
